"Status","Updated_At","Location","what_participant_group","percent_fundemental_research_current","percent_Use_inspired_Research_current","percent_Applied_Research_current","changed_10yrs","percent_Fundamental_Research_past","percent_Use_inspired_Research_past","percent_Applied_Research_past","Main_reason_change_interest_related","Main_reason_change_Career_related","Main_reason_change_Funding_related","Main_reason_change_Socially_related","Main_reason_change_Other","Main_reason_change_Other_text","view_change_of_type","partnership_outside","partnership_change_10yrs","partnership_outside_before","reason_partnership_change_interest","reason_partnership_change_career","reason_partnership_change_socially","reason_partnership_change_funding","reason_partnership_change_other","reason_partnership_change_other_text","view_change_partnership","external_pi_grant_11_15_fundamental","external_pi_grant_11_15_use","external_pi_grant_11_15_applied","external_pi_grant_6_10_fundamental","external_pi_grant_6_10_use","external_pi_grant_6_10_applied","successful_grants_11_15_fundamental","successful_grants_11_15_use","successful_grants_11_15_applied","successful_grants_6_10_fundamental","successful_grants_6_10_use","successful_grants_6_10_applied","practical_applications_important_11_15","practical_applications_important_6_10","include_nonacademia_partners_success_11_15","include_nonacademia_partners_success_6_10","distribution_funding_11_15_internal","distriution_funding_11_15_government","distriution_funding_11_15_for_profit","distriution_funding_11_15_nongov","distriution_funding_11_15_other","distriution_funding_11_15_other_text","distriution_funding_6_10_internal","distriution_funding_6_10_government","distriution_funding_6_10_for_profit","distriution_funding_6_10_nongov","distriution_funding_6_10_other","distriution_funding_6_10_other_text","success_change_10yrs_fundamental","success_change_10yrs_use","success_change_10yrs_applied","opinion_fundamental_important","high_priority_fundamental","high_priority_use_inspired","high_priority_applied","high_priority_no_change","high_priority_comments","available_funding_fundamental","available_funding_use_inspired","available_funding_applied","next_generation","next_generation_Comments","field_research","PhD_Year","Country_work","gender","Country","nation"
"Complete","7/7/16 5:17","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","70%","","30%","Yes","100%","","",NA,NA,1,NA,NA,"","Very negative","Some partnership","Yes","No partnership",NA,NA,NA,1,NA,"","Very negative","3-Jan","","3-Jan","3-Jan","","","50%","","100%","100%","","","Mandatory","Quite important","Quite important","Somewhat important","10%","70%","","20%","","","30%","70%","","","","","Decreased considerably","Can't comment","Increased considerably","Very important",NA,NA,1,NA,"","Can't comment","Can't comment","Can't comment","Can't comment","","Natural Science","2000","Canada","Female","Canada","Canada"
"Complete","7/5/16 19:30","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","80%","20%","0%","Can't comment (new researcher)","","","",NA,NA,NA,NA,NA,"","","No partnership","Can't comment (new researcher)","",NA,NA,NA,NA,NA,"","","9-Jul","3-Jan","","0","0","0","50%","100%","","0%","0%","0%","Very important","Can't comment","Quite important","Can't comment","30%","70%","0%","0%","0%","","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","","Decreased considerably","Increased considerably","Increased considerably","Not very important",NA,1,1,NA,"","Will increase slightly","Will increase slightly","Will stay the same","Will decrease considerably","","Medicine and Life Science","","Canada","Male","Canada","Canada"
"Complete","7/5/16 20:20","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","30%","60%","10%","No","","","",NA,NA,NA,NA,NA,"","","Strong partnership","Yes","Some partnership",1,NA,NA,1,NA,"","Very positive","3-Jan","12-Oct","3-Jan","6-Apr","6-Apr","3-Jan","30%","80%","100%","30%","70%","90%","Very important","Very important","Quite important","Quite important","10%","50%","40%","0%","0%","","30%","50%","20%","","","","Decreased","Increased","Increased","Not very important",NA,1,1,NA,"","Will decrease slightly","Will increase slightly","Will increase slightly","Will stay the same","Early career researchers will adapt to the changing funding landscape. Unless there is an overall decrease in funding, the next generation will pursue careers in successful research areas. ","Natural Science","2004","Canada","Male","Canada","Canada"
"Complete","7/5/16 20:00","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","30%","30%","40%","Yes","40%","40%","20%",1,NA,1,1,NA,"","Very positive","Strong partnership","No","",NA,NA,NA,NA,NA,"","","6-Apr","12-Oct","16+","3-Jan","6-Apr","3-Jan","70%","70%","70%","80%","70%","70%","Mandatory","Quite important","Mandatory","Somewhat important","0%","70%","20%","10%","","","0%","90%","10%","0%","","","Stayed the same","Stayed the same","Stayed the same","Somewhat important",NA,NA,1,NA,"The success rates for fundamental are similar to before but the number of available programs has been reduced. The number of programs for applied has increased, but so has the number of applicants that have moved over ","Will increase slightly","Will stay the same","Will increase slightly","Will stay the same","For careers, the total funding is more important than the allocation between categories. Applied research attracts somewhat different people to research. If there's more money available for applied research, then you'll have more people working in applied research. If there's less money available for fundamental research, you will have fewer people working there. But if the total expenditure remains the same, it's likely that the same number of careers will be generated, although it might select for different individuals depending on how that funding is distributed across categories.","Natural Science","2006","Canada","Male","","Canada"
"Complete","7/5/16 19:47","Germany","Senior academic researcher with >10 years of experience applying for research grants","30%","50%","20%","Yes","50%","50%","0%",NA,NA,1,1,NA,"","Slightly negative","Some partnership","Yes","No partnership",NA,NA,NA,1,NA,"","Very negative","3-Jan","3-Jan","6-Apr","3-Jan","3-Jan","0","50%","50%","100%","50%","100%","No need for applications for this research type","Very important","Somewhat important","Quite important","Not very important","10%","80%","10%","","","","10%","80%","10%","","","","Decreased","Stayed the same","Increased considerably","Somewhat important",NA,NA,1,NA,"","Will stay the same","Will stay the same","Will increase slightly","Will decrease slightly","","Physical Science (eg. math, physics, chemistry, computer science)","1999","Canada","Male","Germany","Canada"
"Complete","7/5/16 19:29","Ontario","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","20%","40%","40%","No","","","",NA,NA,NA,NA,NA,"","","Some partnership","No","",NA,NA,NA,NA,NA,"","","3-Jan","9-Jul","9-Jul","3-Jan","9-Jul","9-Jul","10%","60%","60%","10%","60%","60%","Very important","Very important","Not very important","Not very important","","100%","","","","","","100%","","","","","Decreased considerably","Stayed the same","Stayed the same","Not very important",NA,NA,1,NA,"","Will increase slightly","Will stay the same","Will stay the same","Will stay the same","","Medicine and Life Science","1996","Canada","Male","Canada","Canada"
"Complete","7/5/16 19:52","Ontario","Senior academic researcher with >10 years of experience applying for research grants","80%","20%","0%","Yes","100%","0%","0%",1,NA,1,NA,NA,"","Slightly negative","Some partnership","No","",NA,NA,NA,NA,NA,"","","16+","6-Apr","","16+","6-Apr","","30%","0%","","60%","20%","","Not at all important","Somewhat important","Somewhat important","Somewhat important","0%","50%","0%","50%","","","New researcher (no funding in these years)","40%","10%","50%","","","Decreased considerably","Increased considerably","Increased","Very important",NA,NA,1,NA,"","Will decrease considerably","Will increase considerably","Will increase considerably","Will decrease considerably","","Medicine and Life Science","1995","Canada","Male","Canada","Canada"
"Complete","7/5/16 19:33","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","80%","20%","","Can't comment (new researcher)","","","",NA,NA,NA,NA,NA,"","","No partnership","Can't comment (new researcher)","",NA,NA,NA,NA,NA,"","","3-Jan","3-Jan","0","0","0","0","100%","100%","No need for applications for this research type","No need for applications for this research type","No need for applications for this research type","No need for applications for this research type","Very important","Can't comment","Can't comment","Can't comment","50%","50%","0%","0%","0%","","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","","Can't comment","Can't comment","Can't comment","Somewhat important",NA,NA,1,NA,"","Can't comment","Can't comment","Can't comment","Can't comment","","Physical Science (eg. math, physics, chemistry, computer science)","2011","Canada","Male","Canada","Canada"
"Complete","7/5/16 19:30","Ontario","Senior academic researcher with >10 years of experience applying for research grants","100%","0%","0%","No","","","",NA,NA,NA,NA,NA,"","","No partnership","No","",NA,NA,NA,NA,NA,"","","6-Apr","3-Jan","0","3-Jan","0","0","80%","0%","No need for applications for this research type","80%","No need for applications for this research type","No need for applications for this research type","Very important","Quite important","Somewhat important","Somewhat important","20%","80%","0%","0%","0%","","50%","50%","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","","Decreased","Increased","Increased","Very important",NA,NA,1,NA,"","Will decrease slightly","Will increase slightly","Will increase slightly","Will decrease slightly","","Medicine and Life Science","2003","Canada","Female","Canada","Canada"
"Complete","7/5/16 19:46","Ontario","Senior academic researcher with >10 years of experience applying for research grants","80%","20%","","Yes","90%","10%","",NA,NA,1,NA,NA,"","Slightly negative","No partnership","No","",NA,NA,NA,NA,NA,"","","3-Jan","3-Jan","0","3-Jan","0","0","100%","0%","0%","100%","0%","0%","Mandatory","Quite important","Mandatory","Not very important","20%","80%","","","","","","100%","","","","","Decreased","Increased considerably","Increased considerably","Not very important",NA,NA,1,NA,"In Canada, and in particular in NSERC, there was a huge re-direction of fundamental research finds towards collaborations with industry partners. The threshold for getting these latter grants was much lower than for fundamental research.","Will increase slightly","Can't comment","Can't comment","Will decrease slightly","My university (McMaster) has stopped hiring scientists (hiring freeze for the last 5 years) but has continued to hire engineers. There are in other words many more positions available for applied research than for fundamental research.","Physical Science (eg. math, physics, chemistry, computer science)","1999","Canada","Male","Canada","Canada"
"Complete","7/5/16 19:30","Ontario","Senior academic researcher with >10 years of experience applying for research grants","0%","100%","0%","No","","","",NA,NA,NA,NA,NA,"","","No partnership","No","",NA,NA,NA,NA,NA,"","","","9-Jul","","","6-Apr","","No need for applications for this research type","40%","No need for applications for this research type","No need for applications for this research type","40%","No need for applications for this research type","Very important","Very important","Quite important","Quite important","20%","80%","0%","0%","0%","","20%","80%","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","","Decreased considerably","Decreased","Decreased","Not very important",NA,NA,1,NA,"","Will decrease considerably","Will decrease slightly","Will increase considerably","Will decrease slightly","","Engineering","","Canada","Male","Canada","Canada"
"Complete","7/5/16 19:34","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","0%","80%","20%","Can't comment (new researcher)","","","",NA,NA,NA,NA,NA,"","","Some partnership","Can't comment (new researcher)","",NA,NA,NA,NA,NA,"","","0","9-Jul","3-Jan","0","0","0","No need for applications for this research type","50%","50%","No need for applications for this research type","No need for applications for this research type","No need for applications for this research type","Very important","Can't comment","Not at all important","Can't comment","30%","70%","10%","0%","10%","start-up","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","","Can't comment","Can't comment","Can't comment","Somewhat important",NA,1,1,NA,"","Can't comment","Can't comment","Can't comment","Will decrease slightly","FUnding decreases in general are a problem, not necessarily related to fundamental versus applied research funding","Natural Science","2006","Canada","Female","Canada","Canada"
"Complete","7/5/16 19:30","Alberta","Senior academic researcher with >10 years of experience applying for research grants","70%","30%","0%","Yes","90%","10%","",NA,NA,1,NA,NA,"","Neutral","Some partnership","Yes","No partnership",NA,NA,NA,1,NA,"","Neutral","16+","6-Apr","0","16+","3-Jan","0","10%","30%","No need for applications for this research type","10%","30%","No need for applications for this research type","Quite important","Somewhat important","Somewhat important","Somewhat important","10%","80%","0%","10%","0%","","10%","90%","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","","Decreased","Stayed the same","Can't comment","Not very important",NA,NA,1,NA,"","Will decrease slightly","Will decrease slightly","Will decrease slightly","Will stay the same","","Natural Science","2005","Canada","Male","Canada","Canada"
"Complete","7/5/16 19:37","Ontario","Senior academic researcher with >10 years of experience applying for research grants","10%","60%","30%","No","","","",NA,NA,NA,NA,NA,"","","Some partnership","Yes","No partnership",1,NA,NA,NA,NA,"","Very positive","","3-Jan","3-Jan","","3-Jan","3-Jan","No need for applications for this research type","100%","90%","No need for applications for this research type","90%","100%","Very important","Very important","Somewhat important","Somewhat important","10%","90%","0%","0%","0%","","10%","90%","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","","Decreased","Increased","Stayed the same","Somewhat important",1,1,NA,NA,"","Will increase slightly","Will increase slightly","Will decrease slightly","Will stay the same","","Interdisciplinary Science","2003","Canada","Male","Canada","Canada"
"Complete","7/5/16 19:36","British Columbia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","30%","","70%","No","","","",NA,NA,NA,NA,NA,"","","Strong partnership","No","",NA,NA,NA,NA,NA,"","","0","","3-Jan","3-Jan","","6-Apr","No need for applications for this research type","","90%","100%","","100%","Very important","Very important","Quite important","Quite important","0%","50%","50%","0%","0%","","0%","50%","50%","0%","0%","","Decreased","Can't comment","Increased","Very important",NA,NA,1,NA,"","Will decrease slightly","Can't comment","Will increase slightly","Will stay the same","","Physical Science (eg. math, physics, chemistry, computer science)","1995","Canada","Other","Canada","Canada"
"Complete","7/5/16 19:30","Ontario","Senior academic researcher with >10 years of experience applying for research grants","100%","","","No","","","",NA,NA,NA,NA,NA,"","","No partnership","No","",NA,NA,NA,NA,NA,"","","6-Apr","","","6-Apr","","","10%","","","10%","","","Very important","Quite important","Quite important","Somewhat important","10%","90%","","","","","10%","90%","","","","","Decreased","Stayed the same","Increased","Somewhat important",NA,NA,1,NA,"","Will stay the same","Will increase slightly","Will increase slightly","Will decrease considerably","","Medicine and Life Science","","Canada","Male","Canada","Canada"
"Complete","7/5/16 19:34","Ontario","Senior academic researcher with >10 years of experience applying for research grants","30%","30%","40%","No","","","",NA,NA,NA,NA,NA,"","","Strong partnership","No","",NA,NA,NA,NA,NA,"","","3-Jan","3-Jan","13-15","3-Jan","3-Jan","13-15","10%","20%","70%","10%","20%","70%","Mandatory","Quite important","Quite important","Quite important","0%","50%","30%","20%","","","0%","50%","30%","20%","","","Decreased","Decreased","Increased","Not very important",NA,1,1,NA,"","Will decrease slightly","Will decrease slightly","Will stay the same","Will decrease considerably","","Natural Science","1985","Canada","Male","Canada","Canada"
"Complete","7/5/16 19:33","Alberta","Senior academic researcher with >10 years of experience applying for research grants","90%","","0%","No","","","",NA,NA,NA,NA,NA,"","","No partnership","No","",NA,NA,NA,NA,NA,"","","16+","","3-Jan","3-Jan","","","20%","","0%","20%","","","Somewhat important","Can't comment","Not at all important","Can't comment","20%","70%","","10%","","","10%","90%","","","","","Decreased considerably","Increased considerably","Increased considerably","Very important",NA,1,1,NA,"","Will decrease slightly","Will increase slightly","Will increase slightly","Will decrease considerably","","Medicine and Life Science","2002","Canada","Male","Canada","Canada"
"Complete","7/5/16 19:38","","Senior academic researcher with >10 years of experience applying for research grants","50%","30%","20%","Yes","80%","10%","10%",NA,NA,1,NA,NA,"","Slightly negative","Some partnership","Yes","Some partnership",NA,NA,NA,1,NA,"","Slightly negative","3-Jan","3-Jan","3-Jan","3-Jan","0","3-Jan","100%","100%","50%","100%","No need for applications for this research type","70%","Mandatory","Somewhat important","Mandatory","Somewhat important","30%","70%","0%","0%","0%","","10%","90%","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","","Decreased considerably","Increased","Decreased","Very important",NA,1,1,NA,"","Will decrease considerably","Will increase slightly","Will decrease slightly","Will decrease considerably","","Physical Science (eg. math, physics, chemistry, computer science)","1976","Canada","Male","","Canada"
"Complete","7/5/16 19:34","Manitoba","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","100%","","","No","","","",NA,NA,NA,NA,NA,"","","No partnership","No","",NA,NA,NA,NA,NA,"","","3-Jan","","","","","","70%","No need for applications for this research type","No need for applications for this research type","No need for applications for this research type","No need for applications for this research type","No need for applications for this research type","Somewhat important","Can't comment","Not at all important","Can't comment","50%","50%","0%","0%","0%","","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","","Decreased considerably","Can't comment","Can't comment","Somewhat important",NA,1,1,NA,"","Will increase slightly","Will increase considerably","Will increase considerably","Will decrease slightly","","Physical Science (eg. math, physics, chemistry, computer science)","2013","Canada","Male","Canada","Canada"
"Complete","7/5/16 19:33","Quebec","Senior academic researcher with >10 years of experience applying for research grants","80%","","20%","Yes","100%","0%","0%",1,NA,NA,1,1,"disease phenotype identified","Neutral","No partnership","No","",NA,NA,NA,NA,NA,"","","6-Apr","0","3-Jan","6-Apr","0","3-Jan","60%","No need for applications for this research type","0%","80%","No need for applications for this research type","100%","Not at all important","Not at all important","Not at all important","Not at all important","10%","90%","","","","","","100%","","","","","Can't comment","Can't comment","Can't comment","Very important",NA,NA,1,NA,"","Will increase slightly","Can't comment","Will increase slightly","Will decrease considerably","","Natural Science","1989","Canada","Male","Canada","Canada"
"Complete","7/5/16 19:38","Manitoba","Senior academic researcher with >10 years of experience applying for research grants","100%","","","No","","","",NA,NA,NA,NA,NA,"","","No partnership","Yes","Some partnership",NA,NA,NA,1,NA,"","Neutral","3-Jan","","","3-Jan","","","100%","","","100%","","","Not at all important","Not at all important","Not very important","Not very important","","100%","","","","","","100%","","","","","Decreased","Can't comment","Can't comment","Very important",NA,NA,NA,NA,"This is a trick question because of the time frame.  Up to the recent election, applied research increased in importance; post election, fundamental research seems to have come back into favour.","Will increase considerably","Can't comment","Can't comment","Will increase considerably","","Natural Science","1969","Canada","Male","Canada","Canada"
"Complete","7/5/16 19:35","Ontario","Senior academic researcher with >10 years of experience applying for research grants","70%","","30%","No","","","",NA,NA,NA,NA,NA,"","","Strong partnership","No","",NA,NA,NA,NA,NA,"","","6-Apr","3-Jan","3-Jan","6-Apr","0","3-Jan","90%","90%","90%","90%","90%","90%","Very important","Very important","Quite important","Quite important","10%","80%","20%","0%","","","10%","80%","20%","New researcher (no funding in these years)","","","Decreased","","Stayed the same","Very important",NA,1,1,NA,"","Will increase slightly","Will stay the same","Will stay the same","Will stay the same","","Engineering","","Canada","Male","Canada","Canada"
"Complete","7/5/16 19:37","Alberta","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","80%","","20%","No","","","",NA,NA,NA,NA,NA,"","","No partnership","No","",NA,NA,NA,NA,NA,"","","3-Jan","0","0","3-Jan","0","0","60%","No need for applications for this research type","No need for applications for this research type","100%","No need for applications for this research type","No need for applications for this research type","Somewhat important","Somewhat important","Quite important","Quite important","0%","100%","0%","0%","0%","","New researcher (no funding in these years)","100%","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","","Decreased considerably","Increased","Increased considerably","Somewhat important",NA,NA,1,NA,"","Will decrease slightly","Will increase slightly","Will increase considerably","Will decrease slightly","","Medicine and Life Science","2007","Canada","Male","Canada","Canada"
"Complete","7/5/16 19:35","Alberta","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","20%","30%","30%","Can't comment (new researcher)","","","",NA,NA,NA,NA,NA,"","","Strong partnership","Can't comment (new researcher)","",NA,NA,NA,NA,NA,"","","3-Jan","6-Apr","6-Apr","0","0","0","70%","80%","80%","","","","Mandatory","Can't comment","Quite important","Can't comment","10%","","80%","10%","","","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","","Can't comment","Can't comment","Can't comment","Somewhat important",NA,1,1,NA,"","Will increase slightly","Will decrease slightly","Will decrease slightly","Will stay the same","","Natural Science","2012","Canada","Male","Canada","Canada"
"Complete","7/5/16 19:38","Nova Scotia","Senior academic researcher with >10 years of experience applying for research grants","70%","30%","0%","Yes","90%","10%","0%",NA,1,1,NA,NA,"","Neutral","No partnership","No","",NA,NA,NA,NA,NA,"","","3-Jan","0","0","3-Jan","0","0","50%","No need for applications for this research type","No need for applications for this research type","50%","No need for applications for this research type","No need for applications for this research type","Very important","Quite important","Somewhat important","Not very important","10%","90%","0%","0%","0%","","30%","70%","0%","0%","0%","","Decreased considerably","Increased","Increased considerably","Very important",NA,NA,1,NA,"","Will decrease slightly","Will stay the same","Will increase considerably","Will decrease considerably","","Physical Science (eg. math, physics, chemistry, computer science)","2003","Canada","Male","Canada","Canada"
"Complete","7/5/16 19:36","Quebec","Senior academic researcher with >10 years of experience applying for research grants","80%","10%","10%","No","","","",NA,NA,NA,NA,NA,"","","Some partnership","No","",NA,NA,NA,NA,NA,"","","12-Oct","3-Jan","3-Jan","12-Oct","3-Jan","3-Jan","30%","30%","30%","30%","30%","30%","Very important","Quite important","Quite important","Somewhat important","10%","80%","0%","10%","0%","","0%","80%","0%","0%","New researcher (no funding in these years)","","Decreased","Increased","Stayed the same","Somewhat important",NA,1,1,NA,"","Will increase slightly","Will stay the same","Will stay the same","Will stay the same","","Medicine and Life Science","1988","Canada","Male","Canada","Canada"
"Complete","7/5/16 19:36","Quebec","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","0%","30%","70%","Yes","50%","0%","50%",1,1,1,NA,NA,"","Neutral","Some partnership","Can't comment (new researcher)","",NA,NA,NA,NA,NA,"","","3-Jan","0","3-Jan","0","0","0","10%","No need for applications for this research type","10%","No need for applications for this research type","No need for applications for this research type","No need for applications for this research type","","Very important","Quite important","Can't comment","","60%","40%","","","","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","","Decreased considerably","Stayed the same","Stayed the same","Very important",NA,NA,1,NA,"","Will decrease considerably","Will decrease slightly","Will decrease slightly","Will decrease considerably","","Medicine and Life Science","2009","Canada","Female","Canada","Canada"
"Complete","7/5/16 19:37","New Brunswick","Senior academic researcher with >10 years of experience applying for research grants","0%","100%","","No","","","",NA,NA,NA,NA,NA,"","","Some partnership","No","",NA,NA,NA,NA,NA,"","","","6-Apr","","","9-Jul","","","100%","","","70%","","Mandatory","Mandatory","Quite important","Somewhat important","","100%","","","","","","100%","","","","","Decreased considerably","Increased","Increased considerably","Very important",NA,NA,1,NA,"","Will increase slightly","Will increase slightly","Will increase slightly","Will increase slightly","","Natural Science","1991","Canada","Female","Canada","Canada"
"Complete","7/5/16 19:44","Newfoundland and Labrador","Senior academic researcher with >10 years of experience applying for research grants","90%","0%","10%","Yes","100%","0%","0%",1,NA,1,NA,NA,"","Slightly positive","Some partnership","Yes","No partnership",1,NA,NA,1,NA,"","Slightly positive","3-Jan","0","3-Jan","3-Jan","0","0","50%","0%","100%","50%","0%","0%","Very important","Very important","Not very important","Not very important","10%","90%","0%","0%","0%","","0%","100%","0%","0%","0%","","Decreased","Can't comment","Increased","Somewhat important",NA,NA,1,NA,"""In your opinion, how important is fundamental research to the government in your country of work?"" is ambiguous. It is very important, but does government perceive it to be important? Not really in the last 10 years.","Will stay the same","Can't comment","Will stay the same","Will decrease considerably","","Physical Science (eg. math, physics, chemistry, computer science)","1999","Canada","Male","Canada","Canada"
"Complete","7/8/16 0:47","Ontario","Senior academic researcher with >10 years of experience applying for research grants","0%","80%","20%","Yes","","70%","30%",1,NA,1,NA,NA,"","Neutral","Strong partnership","No","",NA,NA,NA,NA,NA,"","","0","3-Jan","3-Jan","0","3-Jan","3-Jan","0%","80%","80%","0%","70%","100%","Very important","Very important","Quite important","Quite important","10%","50%","40%","0%","0%","","0%","60%","40%","","","","Decreased","Stayed the same","Increased","Somewhat important",NA,NA,1,NA,"","Will stay the same","Will stay the same","Will stay the same","Will decrease slightly","","Physical Science (eg. math, physics, chemistry, computer science)","1994","Canada","Male","Canada","Canada"
"Complete","7/5/16 19:39","Quebec","Senior academic researcher with >10 years of experience applying for research grants","100%","","","No","","","",NA,NA,NA,NA,NA,"","","Some partnership","No","",NA,NA,NA,NA,NA,"","","16+","","","9-Jul","","","10%","","","50%","","","Mandatory","","Somewhat important","","10%","50%","10%","30%","","","0%","70%","0%","30%","","","Decreased considerably","Can't comment","Increased","Very important",NA,NA,1,NA,"","Will decrease considerably","Can't comment","Will increase considerably","Will decrease considerably","","Medicine and Life Science","1988","Canada","Male","Canada","Canada"
"Complete","7/5/16 19:42","","Senior academic researcher with >10 years of experience applying for research grants","10%","60%","30%","No","","","",NA,NA,NA,NA,NA,"","","Some partnership","Yes","No partnership",1,NA,NA,NA,NA,"","Very positive","3-Jan","6-Apr","6-Apr","3-Jan","6-Apr","6-Apr","10%","50%","30%","20%","40%","30%","Quite important","Quite important","Somewhat important","Somewhat important","30%","70%","0%","0%","0%","","20%","80%","0%","0%","0%","","Decreased","Increased","Increased","Very important",NA,NA,1,NA,"","Will increase considerably","Will stay the same","Will decrease slightly","Will increase considerably","","Interdisciplinary Science","1981","Canada","Male","","Canada"
"Complete","7/5/16 19:40","Quebec","Senior academic researcher with >10 years of experience applying for research grants","90%","10%","","No","","","",NA,NA,NA,NA,NA,"","","No partnership","No","",NA,NA,NA,NA,NA,"","","3-Jan","","","6-Apr","","","50%","No need for applications for this research type","No need for applications for this research type","50%","","","Can't comment","Can't comment","Can't comment","Can't comment","","100%","","","","","","100%","","","","","Decreased considerably","Can't comment","Can't comment","Not very important",NA,NA,1,NA,"","Will decrease slightly","Can't comment","Can't comment","Will decrease considerably","","Physical Science (eg. math, physics, chemistry, computer science)","1986","Canada","Male","Canada","Canada"
"Complete","7/5/16 19:41","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","30%","60%","","Can't comment (new researcher)","","","",NA,NA,NA,NA,NA,"","","Some partnership","Can't comment (new researcher)","",NA,NA,NA,NA,NA,"","","3-Jan","9-Jul","","","","","100%","20%","","","","","Somewhat important","","Somewhat important","","50%","50%","","","","","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","","Decreased","Decreased","Increased","Somewhat important",NA,NA,1,NA,"","Will stay the same","Will decrease slightly","Will increase slightly","Will decrease considerably","","Medicine and Life Science","2000","Canada","Female","Canada","Canada"
"Complete","7/5/16 19:45","Quebec","Senior academic researcher with >10 years of experience applying for research grants","50%","30%","20%","Yes","60%","40%","",1,NA,1,NA,NA,"","Neutral","Some partnership","Yes","No partnership",1,NA,NA,1,NA,"","Slightly positive","6-Apr","3-Jan","3-Jan","6-Apr","","","90%","60%","90%","90%","No need for applications for this research type","No need for applications for this research type","Quite important","Somewhat important","Somewhat important","Not very important","","70%","0%","30%","","","","100%","","","","","Decreased","Increased","Increased","Very important",NA,NA,1,NA,"","Will increase slightly","Will increase slightly","Will increase slightly","Will increase considerably","","Natural Science","1997","Canada","Male","Canada","Canada"
"Complete","7/5/16 19:46","British Columbia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","70%","","30%","No","","","",NA,NA,NA,NA,NA,"","","Strong partnership","Yes","Strong partnership",1,NA,NA,1,NA,"","Neutral","0","","6-Apr","0","","3-Jan","0%","","100%","","","","Mandatory","Quite important","Mandatory","Quite important","","","60%","","","","50%","","50%","","","","Decreased considerably","Can't comment","Increased considerably","Very important",NA,NA,1,NA,"","Will decrease considerably","","Will increase considerably","Will decrease considerably","","Medicine and Life Science","2008","Canada","Female","Canada","Canada"
"Complete","7/5/16 19:41","New Brunswick","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","100%","","","Can't comment (new researcher)","","","",NA,NA,NA,NA,NA,"","","No partnership","Can't comment (new researcher)","",NA,NA,NA,NA,NA,"","","6-Apr","","","3-Jan","","","40%","","","60%","","","Can't comment","Can't comment","Can't comment","Can't comment","50%","50%","","","","","50%","50%","","","","","Can't comment","Can't comment","Can't comment","Very important",NA,1,1,NA,"","Will decrease slightly","Will stay the same","Will stay the same","Will decrease considerably","","Physical Science (eg. math, physics, chemistry, computer science)","2013","Canada","Male","Canada","Canada"
"Complete","7/5/16 20:04","Saskatchewan","Senior academic researcher with >10 years of experience applying for research grants","0%","100%","0%","No","","","",NA,NA,NA,NA,NA,"","","No partnership","No","",NA,NA,NA,NA,NA,"","","0","6-Apr","3-Jan","","3-Jan","","","30%","100%","","50%","","Very important","Quite important","Not at all important","Not at all important","10%","90%","","","","","20%","80%","","","","","Can't comment","Decreased considerably","Increased considerably","Not very important",NA,NA,1,NA,"","Will increase slightly","Will increase slightly","Will decrease slightly","Will stay the same","","Physical Science (eg. math, physics, chemistry, computer science)","2004","Canada","Male","Canada","Canada"
