"Country","Country_work","gender","nation","Location","what_participant_group","field_research","id","type.grant","number"
"","Israel","Male","Israel","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Social Science / Humanities","1291","external_pi_grant_6_10_fundamental","0"
"Israel","Israel","Female","Israel","Israel","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science","1292","external_pi_grant_6_10_fundamental","4-6"
"Israel","Israel","Male","Israel","Israel","","Medicine and Life Science","1293","external_pi_grant_6_10_fundamental","1-3"
"Israel","Israel","Male","Israel","Israel","Senior academic researcher with >10 years of experience applying for research grants","Engineering","1294","external_pi_grant_6_10_fundamental","4-6"
"Israel","Israel","Male","Israel","Israel","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","Engineering","1295","external_pi_grant_6_10_fundamental","1-3"
"Israel","Israel","Male","Israel","Israel","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science","1296","external_pi_grant_6_10_fundamental","4-6"
"Israel","Israel","Male","Israel","Israel","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1297","external_pi_grant_6_10_fundamental","4-6"
"Israel","Israel","Female","Israel","Israel","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science","1298","external_pi_grant_6_10_fundamental","7-9"
"Israel","Israel","Male","Israel","Israel","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1299","external_pi_grant_6_10_fundamental","4-6"
"Israel","Israel","Female","Israel","Israel","Senior academic researcher with >10 years of experience applying for research grants","Engineering","1300","external_pi_grant_6_10_fundamental","0"
"United States","Israel","Male","Israel","New York","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)","1301","external_pi_grant_6_10_fundamental","0"
"","Canada","Male","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1302","external_pi_grant_6_10_fundamental","1-3"
"Israel","Israel","Male","Israel","Israel","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science","1303","external_pi_grant_6_10_fundamental","4-6"
"Canada","Canada","Female","Canada","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Interdisciplinary Science","1304","external_pi_grant_6_10_fundamental","1-3"
"Switzerland","Israel","Male","Israel","Switzerland","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1305","external_pi_grant_6_10_fundamental","1-3"
"Israel","Israel","Male","Israel","Israel","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities","1306","external_pi_grant_6_10_fundamental","4-6"
"Canada","Canada","Male","Canada","Ontario","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Natural Science","1307","external_pi_grant_6_10_fundamental","0"
"Canada","Canada","Female","Canada","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1308","external_pi_grant_6_10_fundamental","1-3"
"Canada","Canada","Female","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","1309","external_pi_grant_6_10_fundamental","1-3"
"","Israel","Female","Israel","","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities","1310","external_pi_grant_6_10_fundamental","0"
"Canada","Canada","Male","Canada","Quebec","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)","1311","external_pi_grant_6_10_fundamental","4-6"
"Canada","Canada","Male","Canada","Nova Scotia","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","1312","external_pi_grant_6_10_fundamental","4-6"
"United States","United States","Male","United States","Texas","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","1313","external_pi_grant_6_10_fundamental","1-3"
"Israel","Israel","Male","Israel","Israel","Senior academic researcher with >10 years of experience applying for research grants","Other","1314","external_pi_grant_6_10_fundamental","1-3"
"","United States","Female","United States","","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","Medicine and Life Science","1315","external_pi_grant_6_10_fundamental","0"
"Canada","Canada","Male","Canada","Manitoba","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)","1316","external_pi_grant_6_10_fundamental","0"
"Israel","Israel","Female","Israel","Israel","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","1317","external_pi_grant_6_10_fundamental","7-9"
"Israel","Israel","Male","Israel","Israel","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science","1318","external_pi_grant_6_10_fundamental","1-3"
"Israel","Israel","Male","Israel","Israel","Senior academic researcher with >10 years of experience applying for research grants","Engineering","1319","external_pi_grant_6_10_fundamental","0"
"","Canada","Male","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1320","external_pi_grant_6_10_fundamental","1-3"
"Canada","Canada","Female","Canada","Nova Scotia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science","1321","external_pi_grant_6_10_fundamental","0"
"Israel","Israel","Male","Israel","Israel","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1322","external_pi_grant_6_10_fundamental","0"
"Canada","Canada","Female","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","1323","external_pi_grant_6_10_fundamental","7-9"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1324","external_pi_grant_6_10_fundamental","1-3"
"Canada","Canada","Male","Canada","Nova Scotia","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","1325","external_pi_grant_6_10_fundamental","0"
"Canada","Canada","Male","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1326","external_pi_grant_6_10_fundamental","0"
"Canada","Canada","Male","Canada","Nova Scotia","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","1327","external_pi_grant_6_10_fundamental","7-9"
"Canada","Canada","Male","Canada","Alberta","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1328","external_pi_grant_6_10_fundamental","1-3"
"Canada","Canada","Male","Canada","Nova Scotia","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","1329","external_pi_grant_6_10_fundamental","0"
"Canada","Canada","Male","Canada","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering","1330","external_pi_grant_6_10_fundamental","1-3"
"Canada","Canada","Female","Canada","New Brunswick","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Medicine and Life Science","1331","external_pi_grant_6_10_fundamental","0"
"Canada","Canada","Male","Canada","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering","1332","external_pi_grant_6_10_fundamental","0"
"Canada","Canada","Male","Canada","Alberta","Senior academic researcher with >10 years of experience applying for research grants","Engineering","1333","external_pi_grant_6_10_fundamental","0"
"Israel","","Male","Israel","Israel","Senior academic researcher with >10 years of experience applying for research grants","Engineering","1334","external_pi_grant_6_10_fundamental","0"
"Canada","Canada","Male","Canada","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Interdisciplinary Science","1335","external_pi_grant_6_10_fundamental","1-3"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","1336","external_pi_grant_6_10_fundamental","1-3"
"Israel","Israel","Female","Israel","Israel","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","Interdisciplinary Science","1337","external_pi_grant_6_10_fundamental","1-3"
"Canada","Canada","Male","Canada","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science","1338","external_pi_grant_6_10_fundamental","1-3"
"Canada","Canada","Male","Canada","British Columbia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering","1339","external_pi_grant_6_10_fundamental","4-6"
"Canada","Canada","Male","Canada","Nova Scotia","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","1340","external_pi_grant_6_10_fundamental","1-3"
"Canada","Canada","Male","Canada","Saskatchewan","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science","1341","external_pi_grant_6_10_fundamental","7-9"
"Canada","Canada","Female","Canada","Ontario","Non-academic researcher conducting or managing research in industry or government with <10 years of experience","Physical Science (eg. math, physics, chemistry, computer science)","1342","external_pi_grant_6_10_fundamental","1-3"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Engineering","1343","external_pi_grant_6_10_fundamental","1-3"
"","Canada","Male","Canada","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)","1344","external_pi_grant_6_10_fundamental","0"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1345","external_pi_grant_6_10_fundamental","1-3"
"Canada","Canada","Other","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Engineering","1346","external_pi_grant_6_10_fundamental","1-3"
"Canada","Canada","Male","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities","1347","external_pi_grant_6_10_fundamental","4-6"
"Canada","Canada","Male","Canada","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Interdisciplinary Science","1348","external_pi_grant_6_10_fundamental","1-3"
"Canada","Canada","Male","Canada","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1349","external_pi_grant_6_10_fundamental","1-3"
"Canada","Canada","Female","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","1350","external_pi_grant_6_10_fundamental","4-6"
"Canada","Canada","Male","Canada","Manitoba","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","1351","external_pi_grant_6_10_fundamental","1-3"
"","Canada","Male","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1352","external_pi_grant_6_10_fundamental","1-3"
"Canada","Canada","Male","Canada","Nova Scotia","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","1353","external_pi_grant_6_10_fundamental","7-9"
"Canada","Canada","Male","Canada","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science","1354","external_pi_grant_6_10_fundamental","7-9"
"Canada","Canada","Male","Canada","Quebec","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science","1355","external_pi_grant_6_10_fundamental","0"
"","Canada","Male","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science","1356","external_pi_grant_6_10_fundamental","10-12"
"Canada","Canada","Male","Canada","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering","1357","external_pi_grant_6_10_fundamental","0"
"Canada","Canada","Female","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1358","external_pi_grant_6_10_fundamental","1-3"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1359","external_pi_grant_6_10_fundamental","1-3"
"Canada","Canada","Male","Canada","Manitoba","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","1360","external_pi_grant_6_10_fundamental","7-9"
"","Canada","Female","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1361","external_pi_grant_6_10_fundamental","1-3"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1362","external_pi_grant_6_10_fundamental","1-3"
"Canada","Canada","Male","Canada","Nova Scotia","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1363","external_pi_grant_6_10_fundamental","0"
"Canada","Canada","Female","Canada","Prince Edward Island","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Interdisciplinary Science","1364","external_pi_grant_6_10_fundamental","1-3"
"Canada","Canada","Male","Canada","Alberta","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)","1365","external_pi_grant_6_10_fundamental","1-3"
"Canada","Canada","Male","Canada","Quebec","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science","1366","external_pi_grant_6_10_fundamental","0"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","1367","external_pi_grant_6_10_fundamental","4-6"
"Canada","Canada","Male","Canada","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1368","external_pi_grant_6_10_fundamental","1-3"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Engineering","1369","external_pi_grant_6_10_fundamental","1-3"
"Canada","Canada","Male","Canada","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","1370","external_pi_grant_6_10_fundamental","4-6"
"Canada","Canada","Male","Canada","Alberta","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","1371","external_pi_grant_6_10_fundamental","4-6"
"Canada","Canada","Female","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1372","external_pi_grant_6_10_fundamental","0"
"Canada","Canada","Male","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","1373","external_pi_grant_6_10_fundamental","7-9"
"Canada","Canada","Female","Canada","Alberta","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","1374","external_pi_grant_6_10_fundamental","1-3"
"Israel","Israel","Male","Israel","Israel","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities","1375","external_pi_grant_6_10_fundamental","1-3"
"Canada","Canada","Male","Canada","Alberta","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","1376","external_pi_grant_6_10_fundamental","7-9"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1377","external_pi_grant_6_10_fundamental","1-3"
"","Canada","Male","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","1378","external_pi_grant_6_10_fundamental","1-3"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","1379","external_pi_grant_6_10_fundamental","1-3"
"Canada","Canada","Female","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1380","external_pi_grant_6_10_fundamental","16+"
"Canada","Canada","Female","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","1381","external_pi_grant_6_10_fundamental","1-3"
"Canada","Canada","Male","Canada","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering","1382","external_pi_grant_6_10_fundamental","1-3"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1383","external_pi_grant_6_10_fundamental","1-3"
"Canada","Canada","Male","Canada","Alberta","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering","1384","external_pi_grant_6_10_fundamental","0"
"Canada","Canada","Male","Canada","Quebec","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","Physical Science (eg. math, physics, chemistry, computer science)","1385","external_pi_grant_6_10_fundamental","0"
"Canada","Canada","Male","Canada","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science","1386","external_pi_grant_6_10_fundamental","0"
"Canada","Canada","Male","Canada","Manitoba","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1387","external_pi_grant_6_10_fundamental","1-3"
"Canada","Canada","Male","Canada","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","1388","external_pi_grant_6_10_fundamental","7-9"
"Canada","Canada","Male","Canada","Saskatchewan","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)","1389","external_pi_grant_6_10_fundamental","1-3"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","1390","external_pi_grant_6_10_fundamental","10-12"
"","Canada","Male","Canada","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)","1391","external_pi_grant_6_10_fundamental","1-3"
"Canada","Canada","Female","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1392","external_pi_grant_6_10_fundamental","4-6"
"Canada","Canada","Female","Canada","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","1393","external_pi_grant_6_10_fundamental","1-3"
"Canada","Canada","Male","Canada","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science","1394","external_pi_grant_6_10_fundamental","0"
"Canada","Canada","Male","Canada","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science","1395","external_pi_grant_6_10_fundamental","4-6"
"","Canada","Male","Canada","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science","1396","external_pi_grant_6_10_fundamental","1-3"
"Germany","Canada","Male","Canada","Germany","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1397","external_pi_grant_6_10_fundamental","1-3"
"Canada","Canada","Male","Canada","Ontario","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","Medicine and Life Science","1398","external_pi_grant_6_10_fundamental","1-3"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","1399","external_pi_grant_6_10_fundamental","16+"
"Canada","Canada","Male","Canada","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)","1400","external_pi_grant_6_10_fundamental","0"
"Canada","Canada","Female","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","1401","external_pi_grant_6_10_fundamental","1-3"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1402","external_pi_grant_6_10_fundamental","1-3"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Engineering","1403","external_pi_grant_6_10_fundamental","0"
"Canada","Canada","Female","Canada","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science","1404","external_pi_grant_6_10_fundamental","0"
"Canada","Canada","Male","Canada","Alberta","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","1405","external_pi_grant_6_10_fundamental","16+"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science","1406","external_pi_grant_6_10_fundamental","0"
"Canada","Canada","Other","Canada","British Columbia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)","1407","external_pi_grant_6_10_fundamental","1-3"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","1408","external_pi_grant_6_10_fundamental","4-6"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","1409","external_pi_grant_6_10_fundamental","1-3"
"Canada","Canada","Male","Canada","Alberta","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","1410","external_pi_grant_6_10_fundamental","1-3"
"","Canada","Male","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1411","external_pi_grant_6_10_fundamental","1-3"
"Canada","Canada","Male","Canada","Manitoba","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)","1412","external_pi_grant_6_10_fundamental","0"
"Canada","Canada","Male","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","1413","external_pi_grant_6_10_fundamental","4-6"
"Canada","Canada","Male","Canada","Manitoba","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","1414","external_pi_grant_6_10_fundamental","1-3"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Engineering","1415","external_pi_grant_6_10_fundamental","4-6"
"Canada","Canada","Male","Canada","Alberta","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science","1416","external_pi_grant_6_10_fundamental","1-3"
"Canada","Canada","Male","Canada","Alberta","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science","1417","external_pi_grant_6_10_fundamental","0"
"Canada","Canada","Male","Canada","Nova Scotia","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1418","external_pi_grant_6_10_fundamental","1-3"
"Canada","Canada","Male","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","1419","external_pi_grant_6_10_fundamental","10-12"
"Canada","Canada","Female","Canada","Quebec","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Medicine and Life Science","1420","external_pi_grant_6_10_fundamental","0"
"Canada","Canada","Female","Canada","New Brunswick","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","1421","external_pi_grant_6_10_fundamental","0"
"Canada","Canada","Male","Canada","Newfoundland and Labrador","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1422","external_pi_grant_6_10_fundamental","1-3"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1423","external_pi_grant_6_10_fundamental","0"
"Canada","Canada","Male","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","1424","external_pi_grant_6_10_fundamental","7-9"
"","Canada","Male","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science","1425","external_pi_grant_6_10_fundamental","1-3"
"Canada","Canada","Male","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1426","external_pi_grant_6_10_fundamental","4-6"
"Canada","Canada","Female","Canada","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science","1427","external_pi_grant_6_10_fundamental","0"
"Canada","Canada","Male","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","1428","external_pi_grant_6_10_fundamental","4-6"
"Canada","Canada","Female","Canada","British Columbia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science","1429","external_pi_grant_6_10_fundamental","0"
"Canada","Canada","Male","Canada","New Brunswick","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Physical Science (eg. math, physics, chemistry, computer science)","1430","external_pi_grant_6_10_fundamental","1-3"
"Canada","Canada","Male","Canada","Saskatchewan","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1431","external_pi_grant_6_10_fundamental","0"
"Canada","Canada","Male","Canada","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)","1432","external_pi_grant_6_10_fundamental","0"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1433","external_pi_grant_6_10_fundamental","4-6"
"Canada","Canada","Female","Canada","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1434","external_pi_grant_6_10_fundamental","7-9"
"Canada","Canada","Male","Canada","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","1435","external_pi_grant_6_10_fundamental","4-6"
"Canada","Canada","Male","Canada","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","1436","external_pi_grant_6_10_fundamental","4-6"
"Canada","Canada","Male","Canada","Nova Scotia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)","1437","external_pi_grant_6_10_fundamental","0"
"Canada","Canada","Male","Canada","Nova Scotia","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","1438","external_pi_grant_6_10_fundamental","4-6"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1439","external_pi_grant_6_10_fundamental","1-3"
"","Canada","Male","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1440","external_pi_grant_6_10_fundamental","1-3"
"Canada","Canada","Male","Canada","Nova Scotia","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","1441","external_pi_grant_6_10_fundamental","13-15"
"Canada","Canada","Male","Canada","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science","1442","external_pi_grant_6_10_fundamental","0"
"Canada","Canada","Female","Canada","Nova Scotia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science","1443","external_pi_grant_6_10_fundamental","0"
"Canada","Canada","Female","Canada","Quebec","Non-academic researcher conducting or managing research in industry or government with <10 years of experience","Medicine and Life Science","1444","external_pi_grant_6_10_fundamental","0"
"Canada","Canada","Male","Canada","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","1445","external_pi_grant_6_10_fundamental","1-3"
"Canada","Canada","Female","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","1446","external_pi_grant_6_10_fundamental","1-3"
"","Canada","Male","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1447","external_pi_grant_6_10_fundamental","1-3"
"Canada","Canada","Female","Canada","Newfoundland and Labrador","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1448","external_pi_grant_6_10_fundamental","1-3"
"","Canada","Male","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1449","external_pi_grant_6_10_fundamental","1-3"
"Canada","Canada","Male","Canada","British Columbia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science","1450","external_pi_grant_6_10_fundamental","0"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","1451","external_pi_grant_6_10_fundamental","1-3"
"Canada","Canada","Female","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1452","external_pi_grant_6_10_fundamental","7-9"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","1453","external_pi_grant_6_10_fundamental","1-3"
"Canada","Canada","Male","Canada","Quebec","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science","1454","external_pi_grant_6_10_fundamental","4-6"
"Canada","Canada","Male","Canada","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1455","external_pi_grant_6_10_fundamental","0"
"Canada","Canada","Male","Canada","Ontario","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Physical Science (eg. math, physics, chemistry, computer science)","1456","external_pi_grant_6_10_fundamental","4-6"
