"","Location","Country","gender","type_past","percent_past"
"1486","Colorado","USA","Female","percent_Fundamental_Research_past",40
"1487","Ontario","Canada","Female","percent_Fundamental_Research_past",90
"1488","","","Female","percent_Fundamental_Research_past",70
"1489","Lesotho","Lesotho","Male","percent_Fundamental_Research_past",30
"1490","Saskatchewan","Canada","Male","percent_Fundamental_Research_past",100
"1491","Vietnam","Vietnam","Female","percent_Fundamental_Research_past",50
"1492","Nicaragua","Nicaragua","Male","percent_Fundamental_Research_past",30
"1493","California","USA","Male","percent_Fundamental_Research_past",60
"1494","British Columbia","Canada","Male","percent_Fundamental_Research_past",20
"1495","Nevada","USA","Male","percent_Fundamental_Research_past",20
"1496","Israel","Israel","Male","percent_Fundamental_Research_past",0
"1497","Mozambique","Mozambique","Male","percent_Fundamental_Research_past",30.7692307692308
"1498","Malaysia","Malaysia","Male","percent_Fundamental_Research_past",20
"1499","British Columbia","Canada","Male","percent_Fundamental_Research_past",80
"1500","Russian Federation","Russian Federation","Male","percent_Fundamental_Research_past",30
"1501","Indonesia","Indonesia","Male","percent_Fundamental_Research_past",0
"1502","Nepal","Nepal","Male","percent_Fundamental_Research_past",33.3333333333333
"1503","India","India","Male","percent_Fundamental_Research_past",90
"1504","Japan","Japan","Male","percent_Fundamental_Research_past",100
"1505","Iowa","USA","Male","percent_Fundamental_Research_past",100
"1506","","","Female","percent_Fundamental_Research_past",90
"1507","Ontario","Canada","Male","percent_Fundamental_Research_past",90
"1508","Ontario","Canada","Male","percent_Fundamental_Research_past",90
"1509","Ontario","Canada","Female","percent_Fundamental_Research_past",100
"1510","Australia","Australia","Female","percent_Fundamental_Research_past",0
"1511","Malaysia","Malaysia","Female","percent_Fundamental_Research_past",40
"1512","Ontario","Canada","Male","percent_Fundamental_Research_past",90
"1513","Alberta","Canada","Female","percent_Fundamental_Research_past",30
"1514","","","Male","percent_Fundamental_Research_past",60
"1515","Quebec","Canada","Female","percent_Fundamental_Research_past",60
"1516","British Columbia","Canada","Male","percent_Fundamental_Research_past",100
"1517","British Columbia","Canada","Male","percent_Fundamental_Research_past",80
"1518","British Columbia","Canada","Female","percent_Fundamental_Research_past",10
"1519","Germany","Germany","Male","percent_Fundamental_Research_past",90
"1520","","","Male","percent_Fundamental_Research_past",20
"1521","Quebec","Canada","Female","percent_Fundamental_Research_past",70
"1522","California","USA","Male","percent_Fundamental_Research_past",50
"1523","United Kingdom","United Kingdom","Female","percent_Fundamental_Research_past",50
"1524","Florida","USA","Male","percent_Fundamental_Research_past",100
"1525","Ontario","Canada","Male","percent_Fundamental_Research_past",80
"1526","Hawaii","USA","Male","percent_Fundamental_Research_past",10
"1527","Ontario","Canada","Female","percent_Fundamental_Research_past",100
"1528","Texas","USA","Male","percent_Fundamental_Research_past",100
"1529","Massachusetts","USA","Female","percent_Fundamental_Research_past",80
"1530","North Carolina","USA","Male","percent_Fundamental_Research_past",80
"1531","","","Male","percent_Fundamental_Research_past",100
"1532","United Kingdom","United Kingdom","Male","percent_Fundamental_Research_past",40
"1533","United Kingdom","United Kingdom","Male","percent_Fundamental_Research_past",60
"1534","United Kingdom","United Kingdom","Male","percent_Fundamental_Research_past",0
"1535","","","Male","percent_Fundamental_Research_past",33.3333333333333
"1536","United Kingdom","United Kingdom","Male","percent_Fundamental_Research_past",40
"1537","United Kingdom","United Kingdom","Male","percent_Fundamental_Research_past",100
"1538","United Kingdom","United Kingdom","Male","percent_Fundamental_Research_past",50
"1539","United Kingdom","United Kingdom","Male","percent_Fundamental_Research_past",90
"1540","United Kingdom","United Kingdom","Female","percent_Fundamental_Research_past",80
"1541","United Kingdom","United Kingdom","Male","percent_Fundamental_Research_past",70
"1542","United Kingdom","United Kingdom","Male","percent_Fundamental_Research_past",80
"1543","United Kingdom","United Kingdom","Male","percent_Fundamental_Research_past",70
"1544","Switzerland","Switzerland","Male","percent_Fundamental_Research_past",70
"1545","United Kingdom","United Kingdom","Male","percent_Fundamental_Research_past",30
"1546","United Kingdom","United Kingdom","Male","percent_Fundamental_Research_past",30
"1547","United Kingdom","United Kingdom","Male","percent_Fundamental_Research_past",20
"1548","United Kingdom","United Kingdom","Male","percent_Fundamental_Research_past",80
"1549","United Kingdom","United Kingdom","Male","percent_Fundamental_Research_past",40
"1550","Australia","Australia","Female","percent_Fundamental_Research_past",70
"1551","China","China","Male","percent_Fundamental_Research_past",90
"1552","Washington","USA","Male","percent_Fundamental_Research_past",33.3333333333333
"1553","United Kingdom","United Kingdom","Female","percent_Fundamental_Research_past",50
"1554","United Kingdom","United Kingdom","Male","percent_Fundamental_Research_past",60
"1555","United Kingdom","United Kingdom","Female","percent_Fundamental_Research_past",100
"1556","Russian Federation","Russian Federation","Male","percent_Fundamental_Research_past",100
"1557","United Kingdom","United Kingdom","Female","percent_Fundamental_Research_past",80
"1558","Germany","Germany","Male","percent_Fundamental_Research_past",90
"1559","United Kingdom","United Kingdom","Male","percent_Fundamental_Research_past",90
"1560","United Kingdom","United Kingdom","Male","percent_Fundamental_Research_past",80
"1561","United Kingdom","United Kingdom","Male","percent_Fundamental_Research_past",70
"1562","United Kingdom","United Kingdom","Male","percent_Fundamental_Research_past",33.3333333333333
"1563","United Kingdom","United Kingdom","Male","percent_Fundamental_Research_past",100
"1564","United Kingdom","United Kingdom","Male","percent_Fundamental_Research_past",60
"1565","United Kingdom","United Kingdom","Female","percent_Fundamental_Research_past",100
"1566","United Kingdom","United Kingdom","Male","percent_Fundamental_Research_past",30
"1567","China","China","Female","percent_Fundamental_Research_past",50
"1568","United Kingdom","United Kingdom","Male","percent_Fundamental_Research_past",70
"1569","United Kingdom","United Kingdom","Male","percent_Fundamental_Research_past",40
"1570","United Kingdom","United Kingdom","Male","percent_Fundamental_Research_past",60
"1571","Quebec","Canada","Male","percent_Fundamental_Research_past",100
"1572","United Kingdom","United Kingdom","Male","percent_Fundamental_Research_past",50
"1573","United Kingdom","United Kingdom","Female","percent_Fundamental_Research_past",50
"1574","United Kingdom","United Kingdom","Male","percent_Fundamental_Research_past",50
"1575","United Kingdom","United Kingdom","Male","percent_Fundamental_Research_past",100
"1576","United Kingdom","United Kingdom","Female","percent_Fundamental_Research_past",80
"1577","United Kingdom","United Kingdom","Male","percent_Fundamental_Research_past",100
"1578","United Kingdom","United Kingdom","Female","percent_Fundamental_Research_past",40
"1579","United Kingdom","United Kingdom","Male","percent_Fundamental_Research_past",0
"1580","United Kingdom","United Kingdom","Female","percent_Fundamental_Research_past",30
"1581","United Kingdom","United Kingdom","Male","percent_Fundamental_Research_past",100
"1582","United Kingdom","United Kingdom","Male","percent_Fundamental_Research_past",30
"1583","United Kingdom","United Kingdom","Female","percent_Fundamental_Research_past",100
"1584","United Kingdom","United Kingdom","Male","percent_Fundamental_Research_past",80
"1585","United Kingdom","United Kingdom","Male","percent_Fundamental_Research_past",20
"1586","Germany","Germany","Male","percent_Fundamental_Research_past",90
"1587","British Columbia","Canada","Other","percent_Use_inspired_Research_past",0
"1588","British Columbia","Canada","Female","percent_Use_inspired_Research_past",0
"1589","Netherlands","Netherlands","Male","percent_Use_inspired_Research_past",0
"1590","Netherlands","Netherlands","Female","percent_Use_inspired_Research_past",20
"1591","Netherlands","Netherlands","Male","percent_Use_inspired_Research_past",10
"1592","Netherlands","Netherlands","Male","percent_Use_inspired_Research_past",10
"1593","","","Female","percent_Use_inspired_Research_past",0
"1594","South Africa","South Africa","Male","percent_Use_inspired_Research_past",50
"1595","Denmark","Denmark","Male","percent_Use_inspired_Research_past",20
"1596","Netherlands","Netherlands","Female","percent_Use_inspired_Research_past",60
"1597","Netherlands","Netherlands","Other","percent_Use_inspired_Research_past",0
"1598","Netherlands","Netherlands","Male","percent_Use_inspired_Research_past",0
"1599","Netherlands","Netherlands","Male","percent_Use_inspired_Research_past",40
"1600","United Kingdom","United Kingdom","Male","percent_Use_inspired_Research_past",30
"1601","California","USA","Male","percent_Use_inspired_Research_past",10
"1602","Netherlands","Netherlands","Female","percent_Use_inspired_Research_past",30
"1603","New Zealand","New Zealand","Male","percent_Use_inspired_Research_past",20
"1604","France","France","Female","percent_Use_inspired_Research_past",0
"1605","","","Female","percent_Use_inspired_Research_past",90
"1606","South Africa","South Africa","Female","percent_Use_inspired_Research_past",0
"1607","Portugal","Portugal","Male","percent_Use_inspired_Research_past",20
"1608","Malaysia","Malaysia","Female","percent_Use_inspired_Research_past",60
"1609","Netherlands","Netherlands","Male","percent_Use_inspired_Research_past",18.1818181818182
"1610","Netherlands","Netherlands","Male","percent_Use_inspired_Research_past",40
"1611","Italy","Italy","Male","percent_Use_inspired_Research_past",0
"1612","Italy","Italy","Male","percent_Use_inspired_Research_past",0
"1613","Italy","Italy","Male","percent_Use_inspired_Research_past",0
"1614","Italy","Italy","Male","percent_Use_inspired_Research_past",30
"1615","Italy","Italy","Male","percent_Use_inspired_Research_past",0
"1616","Italy","Italy","Male","percent_Use_inspired_Research_past",30
"1617","Italy","Italy","Male","percent_Use_inspired_Research_past",30
"1618","Italy","Italy","Male","percent_Use_inspired_Research_past",20
"1619","Italy","Italy","Female","percent_Use_inspired_Research_past",50
"1620","Netherlands","Netherlands","Female","percent_Use_inspired_Research_past",70
"1621","France","France","Male","percent_Use_inspired_Research_past",0
"1622","Argentina","Argentina","Male","percent_Use_inspired_Research_past",20
"1623","Italy","Italy","Male","percent_Use_inspired_Research_past",40
"1624","Italy","Italy","Male","percent_Use_inspired_Research_past",0
"1625","Greece","Greece","Female","percent_Use_inspired_Research_past",0
"1626","Italy","Italy","Male","percent_Use_inspired_Research_past",10
"1627","Cyprus","Cyprus","Female","percent_Use_inspired_Research_past",10
"1628","Vietnam","Vietnam","Male","percent_Use_inspired_Research_past",0
"1629","Italy","Italy","Male","percent_Use_inspired_Research_past",10
"1630","Netherlands","Netherlands","Male","percent_Use_inspired_Research_past",80
"1631","Italy","Italy","Male","percent_Use_inspired_Research_past",20
"1632","Spain","Spain","Female","percent_Use_inspired_Research_past",60
"1633","Switzerland","Switzerland","Male","percent_Use_inspired_Research_past",60
"1634","Finland","Finland","Male","percent_Use_inspired_Research_past",20
"1635","Massachusetts","USA","Female","percent_Use_inspired_Research_past",0
"1636","India","India","Male","percent_Use_inspired_Research_past",31.25
"1637","Japan","Japan","Male","percent_Use_inspired_Research_past",10
"1638","Italy","Italy","Male","percent_Use_inspired_Research_past",50
"1639","France","France","Female","percent_Use_inspired_Research_past",30
"1640","Italy","Italy","Female","percent_Use_inspired_Research_past",0
"1641","California","USA","Male","percent_Use_inspired_Research_past",50
"1642","Egypt","Egypt","Male","percent_Use_inspired_Research_past",20
"1643","Italy","Italy","Female","percent_Use_inspired_Research_past",20
"1644","United Kingdom","United Kingdom","Female","percent_Use_inspired_Research_past",30
"1645","Netherlands","Netherlands","Female","percent_Use_inspired_Research_past",50
"1646","Malaysia","Malaysia","Male","percent_Use_inspired_Research_past",0
"1647","United Kingdom","United Kingdom","Male","percent_Use_inspired_Research_past",40
"1648","","","Female","percent_Use_inspired_Research_past",10
"1649","Ontario","Canada","Female","percent_Use_inspired_Research_past",30
"1650","Portugal","Portugal","Male","percent_Use_inspired_Research_past",0
"1651","United Kingdom","United Kingdom","Male","percent_Use_inspired_Research_past",0
"1652","Israel","Israel","Female","percent_Use_inspired_Research_past",0
"1653","Netherlands","Netherlands","Male","percent_Use_inspired_Research_past",0
"1654","Arizona","USA","Female","percent_Use_inspired_Research_past",0
"1655","Portugal","Portugal","Male","percent_Use_inspired_Research_past",0
"1656","California","USA","Female","percent_Use_inspired_Research_past",20
"1657","Netherlands","Netherlands","Male","percent_Use_inspired_Research_past",0
"1658","Montenegro","Montenegro","Male","percent_Use_inspired_Research_past",0
"1659","Australia","Australia","Male","percent_Use_inspired_Research_past",9.09090909090909
"1660","Australia","Australia","Female","percent_Use_inspired_Research_past",10
"1661","China","China","Male","percent_Use_inspired_Research_past",30
"1662","Australia","Australia","Male","percent_Use_inspired_Research_past",20
"1663","","","Female","percent_Use_inspired_Research_past",0
"1664","United Kingdom","United Kingdom","Male","percent_Use_inspired_Research_past",0
"1665","Italy","Italy","Female","percent_Use_inspired_Research_past",30
"1666","United Kingdom","United Kingdom","Male","percent_Use_inspired_Research_past",10
"1667","United Kingdom","United Kingdom","Male","percent_Use_inspired_Research_past",0
"1668","Ontario","Canada","Male","percent_Use_inspired_Research_past",0
"1669","Poland","Poland","Female","percent_Use_inspired_Research_past",30
"1670","Oregon","USA","Female","percent_Use_inspired_Research_past",0
"1671","Australia","Australia","Male","percent_Use_inspired_Research_past",10
"1672","Israel","Israel","Male","percent_Use_inspired_Research_past",0
"1673","Netherlands","Netherlands","Female","percent_Use_inspired_Research_past",10
"1674","Australia","Australia","Female","percent_Use_inspired_Research_past",50
"1675","Poland","Poland","Male","percent_Use_inspired_Research_past",20
"1676","Poland","Poland","Male","percent_Use_inspired_Research_past",0
"1677","Poland","Poland","Female","percent_Use_inspired_Research_past",0
"1678","Poland","Poland","Male","percent_Use_inspired_Research_past",60
"1679","Serbia","Serbia","Female","percent_Use_inspired_Research_past",0
"1680","Japan","Japan","Male","percent_Use_inspired_Research_past",0
"1681","Israel","Israel","Male","percent_Use_inspired_Research_past",35.7142857142857
"1682","Israel","Israel","Male","percent_Use_inspired_Research_past",0
"1683","","","Male","percent_Use_inspired_Research_past",0
"1684","Israel","Israel","Male","percent_Use_inspired_Research_past",60
"1685","United Kingdom","United Kingdom","Male","percent_Use_inspired_Research_past",0
"1686","","","Male","percent_Use_inspired_Research_past",10
"1687","Maryland","USA","Male","percent_Use_inspired_Research_past",70
"1688","Israel","Israel","Male","percent_Use_inspired_Research_past",0
"1689","Israel","Israel","Male","percent_Use_inspired_Research_past",0
"1690","Israel","Israel","Male","percent_Use_inspired_Research_past",10
"1691","Switzerland","Switzerland","Female","percent_Use_inspired_Research_past",0
"1692","Serbia","Serbia","Female","percent_Use_inspired_Research_past",44.4444444444444
"1693","Israel","Israel","Male","percent_Use_inspired_Research_past",20
"1694","","","Male","percent_Use_inspired_Research_past",0
"1695","Israel","Israel","Female","percent_Use_inspired_Research_past",0
"1696","France","France","Female","percent_Use_inspired_Research_past",30
"1697","Israel","Israel","Male","percent_Use_inspired_Research_past",0
"1698","British Columbia","Canada","Male","percent_Use_inspired_Research_past",40
"1699","Israel","Israel","Male","percent_Use_inspired_Research_past",0
"1700","","","Female","percent_Use_inspired_Research_past",10
"1701","France","France","Male","percent_Use_inspired_Research_past",30
"1702","Israel","Israel","Male","percent_Use_inspired_Research_past",0
"1703","Israel","Israel","Male","percent_Use_inspired_Research_past",0
"1704","Israel","Israel","Male","percent_Use_inspired_Research_past",50
"1705","Greece","Greece","Female","percent_Use_inspired_Research_past",0
"1706","Israel","Israel","Male","percent_Use_inspired_Research_past",70
"1707","Quebec","Canada","Female","percent_Use_inspired_Research_past",10
"1708","Israel","Israel","Male","percent_Use_inspired_Research_past",31.25
"1709","New Hampshire","USA","Female","percent_Use_inspired_Research_past",0
"1710","Israel","Israel","Male","percent_Use_inspired_Research_past",50
"1711","Maryland","USA","Male","percent_Use_inspired_Research_past",0
"1712","Israel","Israel","Female","percent_Use_inspired_Research_past",0
"1713","Israel","Israel","Male","percent_Use_inspired_Research_past",0
"1714","Israel","Israel","Male","percent_Use_inspired_Research_past",30
"1715","Vermont","USA","Male","percent_Use_inspired_Research_past",0
"1716","Israel","Israel","Male","percent_Use_inspired_Research_past",40
"1717","Spain","Spain","Male","percent_Use_inspired_Research_past",10
"1718","Israel","Israel","Female","percent_Use_inspired_Research_past",0
"1719","Israel","Israel","Female","percent_Use_inspired_Research_past",0
"1720","Israel","Israel","Female","percent_Use_inspired_Research_past",0
"1721","Israel","Israel","Male","percent_Use_inspired_Research_past",30
"1722","Israel","Israel","Male","percent_Use_inspired_Research_past",40
"1723","Israel","Israel","Male","percent_Use_inspired_Research_past",30
"1724","Israel","Israel","Male","percent_Use_inspired_Research_past",0
"1725","Israel","Israel","Female","percent_Use_inspired_Research_past",40
"1726","Israel","Israel","Male","percent_Use_inspired_Research_past",0
"1727","Ontario","Canada","Female","percent_Use_inspired_Research_past",0
"1728","Netherlands","Netherlands","Male","percent_Use_inspired_Research_past",0
"1729","Israel","Israel","Female","percent_Use_inspired_Research_past",40
"1730","Israel","Israel","Male","percent_Use_inspired_Research_past",30
"1731","Israel","Israel","Male","percent_Use_inspired_Research_past",0
"1732","United Kingdom","United Kingdom","Female","percent_Use_inspired_Research_past",40
"1733","United Kingdom","United Kingdom","Female","percent_Use_inspired_Research_past",20
"1734","Israel","Israel","Female","percent_Use_inspired_Research_past",30
"1735","Brazil","Brazil","Female","percent_Use_inspired_Research_past",20
"1736","Netherlands","Netherlands","Male","percent_Use_inspired_Research_past",10
"1737","Brazil","Brazil","Male","percent_Use_inspired_Research_past",0
"1738","Brazil","Brazil","Male","percent_Use_inspired_Research_past",0
"1739","Brazil","Brazil","Female","percent_Use_inspired_Research_past",10
"1740","Germany","Germany","Male","percent_Use_inspired_Research_past",30
"1741","Spain","Spain","Male","percent_Use_inspired_Research_past",0
"1742","Brazil","Brazil","Female","percent_Use_inspired_Research_past",20
"1743","Brazil","Brazil","Female","percent_Use_inspired_Research_past",0
"1744","Italy","Italy","Male","percent_Use_inspired_Research_past",0
"1745","Uruguay","Uruguay","Male","percent_Use_inspired_Research_past",33.3333333333333
"1746","Ontario","Canada","Female","percent_Use_inspired_Research_past",30
"1747","Ontario","Canada","Male","percent_Use_inspired_Research_past",50
"1748","Quebec","Canada","Male","percent_Use_inspired_Research_past",0
"1749","Alberta","Canada","Male","percent_Use_inspired_Research_past",0
"1750","Alberta","Canada","Male","percent_Use_inspired_Research_past",20
"1751","Alberta","Canada","Female","percent_Use_inspired_Research_past",20
"1752","Newfoundland and Labrador","Canada","Male","percent_Use_inspired_Research_past",30
"1753","Alberta","Canada","Male","percent_Use_inspired_Research_past",20
"1754","Alberta","Canada","Male","percent_Use_inspired_Research_past",20
"1755","Prince Edward Island","Canada","Female","percent_Use_inspired_Research_past",0
"1756","Ontario","Canada","Male","percent_Use_inspired_Research_past",0
"1757","Ontario","Canada","Male","percent_Use_inspired_Research_past",50
"1758","Nova Scotia","Canada","Female","percent_Use_inspired_Research_past",0
"1759","Ontario","Canada","Female","percent_Use_inspired_Research_past",20
"1760","Ontario","Canada","Male","percent_Use_inspired_Research_past",20
"1761","British Columbia","Canada","Female","percent_Use_inspired_Research_past",0
"1762","Quebec","Canada","Male","percent_Use_inspired_Research_past",0
"1763","Quebec","Canada","Female","percent_Use_inspired_Research_past",10
"1764","Quebec","Canada","Male","percent_Use_inspired_Research_past",30
"1765","Quebec","Canada","Male","percent_Use_inspired_Research_past",0
"1766","Nova Scotia","Canada","Male","percent_Use_inspired_Research_past",100
"1767","Ontario","Canada","Male","percent_Use_inspired_Research_past",70
"1768","British Columbia","Canada","Male","percent_Use_inspired_Research_past",40
"1769","Saskatchewan","Canada","Male","percent_Use_inspired_Research_past",10
"1770","Ontario","Canada","Male","percent_Use_inspired_Research_past",20
"1771","Alberta","Canada","Male","percent_Use_inspired_Research_past",30
"1772","Quebec","Canada","Male","percent_Use_inspired_Research_past",20
"1773","British Columbia","Canada","Female","percent_Use_inspired_Research_past",0
"1774","Ontario","Canada","Female","percent_Use_inspired_Research_past",50
"1775","Alberta","Canada","Male","percent_Use_inspired_Research_past",0
"1776","Newfoundland and Labrador","Canada","Male","percent_Use_inspired_Research_past",0
"1777","British Columbia","Canada","Male","percent_Use_inspired_Research_past",36.3636363636364
"1778","France","France","Male","percent_Use_inspired_Research_past",30
"1779","British Columbia","Canada","Male","percent_Use_inspired_Research_past",50
"1780","Ontario","Canada","Female","percent_Use_inspired_Research_past",30
"1781","Ontario","Canada","Male","percent_Use_inspired_Research_past",20
"1782","Quebec","Canada","Male","percent_Use_inspired_Research_past",0
"1783","Nova Scotia","Canada","Male","percent_Use_inspired_Research_past",20
"1784","Ontario","Canada","Female","percent_Use_inspired_Research_past",0
"1785","Quebec","Canada","Female","percent_Use_inspired_Research_past",0
"1786","Newfoundland and Labrador","Canada","Male","percent_Use_inspired_Research_past",0
"1787","Ontario","Canada","Male","percent_Use_inspired_Research_past",0
"1788","British Columbia","Canada","Male","percent_Use_inspired_Research_past",10
"1789","British Columbia","Canada","Female","percent_Use_inspired_Research_past",30
"1790","","","Female","percent_Use_inspired_Research_past",30
"1791","","","Male","percent_Use_inspired_Research_past",20
"1792","Alberta","Canada","Male","percent_Use_inspired_Research_past",0
"1793","Quebec","Canada","Male","percent_Use_inspired_Research_past",0
"1794","Quebec","Canada","Male","percent_Use_inspired_Research_past",30
"1795","Ontario","Canada","Male","percent_Use_inspired_Research_past",0
"1796","Alberta","Canada","Male","percent_Use_inspired_Research_past",0
"1797","Ontario","Canada","Male","percent_Use_inspired_Research_past",0
"1798","Alberta","Canada","","percent_Use_inspired_Research_past",0
"1799","Ontario","Canada","Male","percent_Use_inspired_Research_past",0
"1800","Ontario","Canada","Male","percent_Use_inspired_Research_past",0
"1801","British Columbia","Canada","Male","percent_Use_inspired_Research_past",0
"1802","Ontario","Canada","Male","percent_Use_inspired_Research_past",10
"1803","British Columbia","Canada","Male","percent_Use_inspired_Research_past",0
"1804","Newfoundland and Labrador","Canada","Male","percent_Use_inspired_Research_past",10
"1805","Quebec","Canada","Female","percent_Use_inspired_Research_past",0
"1806","Ontario","Canada","Male","percent_Use_inspired_Research_past",0
"1807","Ontario","Canada","Female","percent_Use_inspired_Research_past",0
"1808","Ontario","Canada","Male","percent_Use_inspired_Research_past",0
"1809","Ontario","Canada","Male","percent_Use_inspired_Research_past",50
"1810","British Columbia","Canada","Male","percent_Use_inspired_Research_past",40
"1811","Alberta","Canada","Female","percent_Use_inspired_Research_past",0
"1812","Manitoba","Canada","Male","percent_Use_inspired_Research_past",10
"1813","Ontario","Canada","Male","percent_Use_inspired_Research_past",50
"1814","British Columbia","Canada","Female","percent_Use_inspired_Research_past",0
"1815","Nova Scotia","Canada","","percent_Use_inspired_Research_past",50
"1816","New Brunswick","Canada","Female","percent_Use_inspired_Research_past",0
"1817","Alberta","Canada","Male","percent_Use_inspired_Research_past",0
"1818","Alberta","Canada","Male","percent_Use_inspired_Research_past",0
"1819","Ontario","Canada","Male","percent_Use_inspired_Research_past",0
"1820","Quebec","Canada","Male","percent_Use_inspired_Research_past",40
"1821","Ontario","Canada","Male","percent_Use_inspired_Research_past",0
"1822","British Columbia","Canada","Female","percent_Use_inspired_Research_past",0
"1823","Alberta","Canada","Male","percent_Use_inspired_Research_past",20
"1824","Ontario","Canada","Male","percent_Use_inspired_Research_past",0
"1825","Alberta","Canada","Male","percent_Use_inspired_Research_past",0
"1826","Ontario","Canada","Male","percent_Use_inspired_Research_past",0
"1827","Ontario","Canada","","percent_Use_inspired_Research_past",30
"1828","Ontario","Canada","Male","percent_Use_inspired_Research_past",40
"1829","Nova Scotia","Canada","Male","percent_Use_inspired_Research_past",0
"1830","Alberta","Canada","Male","percent_Use_inspired_Research_past",0
"1831","Ontario","Canada","Male","percent_Use_inspired_Research_past",20
"1832","Ontario","Canada","Female","percent_Use_inspired_Research_past",40
"1833","Ontario","Canada","Female","percent_Use_inspired_Research_past",0
"1834","Nevada","USA","Male","percent_Use_inspired_Research_past",70
"1835","Ontario","Canada","Female","percent_Use_inspired_Research_past",0
"1836","Alberta","Canada","Male","percent_Use_inspired_Research_past",10
"1837","Alberta","Canada","Female","percent_Use_inspired_Research_past",10
"1838","Alberta","Canada","Female","percent_Use_inspired_Research_past",0
"1839","Alberta","Canada","Male","percent_Use_inspired_Research_past",30
"1840","Ontario","Canada","Female","percent_Use_inspired_Research_past",30
"1841","Ontario","Canada","Male","percent_Use_inspired_Research_past",100
"1842","Ontario","Canada","Female","percent_Use_inspired_Research_past",20
"1843","Ontario","Canada","Female","percent_Use_inspired_Research_past",10
"1844","New Brunswick","Canada","Male","percent_Use_inspired_Research_past",0
"1845","Quebec","Canada","Male","percent_Use_inspired_Research_past",20
"1846","Ontario","Canada","Male","percent_Use_inspired_Research_past",10
"1847","Ontario","Canada","Male","percent_Use_inspired_Research_past",0
"1848","Ontario","Canada","Male","percent_Use_inspired_Research_past",0
"1849","","","Male","percent_Use_inspired_Research_past",10
"1850","Ontario","Canada","Male","percent_Use_inspired_Research_past",20
"1851","Ontario","Canada","Female","percent_Use_inspired_Research_past",0
"1852","Ontario","Canada","Male","percent_Use_inspired_Research_past",0
"1853","Ontario","Canada","Male","percent_Use_inspired_Research_past",0
"1854","Ontario","Canada","Female","percent_Use_inspired_Research_past",0
"1855","British Columbia","Canada","Male","percent_Use_inspired_Research_past",40
"1856","British Columbia","Canada","Male","percent_Use_inspired_Research_past",0
"1857","British Columbia","Canada","Male","percent_Use_inspired_Research_past",50
"1858","France","France","Male","percent_Use_inspired_Research_past",0
"1859","Ontario","Canada","Male","percent_Use_inspired_Research_past",40
"1860","Alberta","Canada","Female","percent_Use_inspired_Research_past",0
"1861","Alberta","Canada","Male","percent_Use_inspired_Research_past",20
"1862","Quebec","Canada","Male","percent_Use_inspired_Research_past",0
"1863","Ontario","Canada","Male","percent_Use_inspired_Research_past",40
"1864","British Columbia","Canada","Female","percent_Use_inspired_Research_past",60
"1865","Ontario","Canada","Male","percent_Use_inspired_Research_past",10
"1866","Manitoba","Canada","Male","percent_Use_inspired_Research_past",30
"1867","Ontario","Canada","Male","percent_Use_inspired_Research_past",60
"1868","Newfoundland and Labrador","Canada","Male","percent_Use_inspired_Research_past",50
"1869","","","Other","percent_Use_inspired_Research_past",0
"1870","New York","USA","Male","percent_Use_inspired_Research_past",0
"1871","Greece","Greece","Male","percent_Use_inspired_Research_past",0
"1872","Quebec","Canada","Male","percent_Use_inspired_Research_past",10
"1873","British Columbia","Canada","Female","percent_Use_inspired_Research_past",10
"1874","British Columbia","Canada","Female","percent_Use_inspired_Research_past",10
"1875","","","Female","percent_Use_inspired_Research_past",30
"1876","Ontario","Canada","Female","percent_Use_inspired_Research_past",0
"1877","Alberta","Canada","Male","percent_Use_inspired_Research_past",30
"1878","","","Male","percent_Use_inspired_Research_past",0
"1879","Korea","Korea","Male","percent_Use_inspired_Research_past",0
"1880","Quebec","Canada","Male","percent_Use_inspired_Research_past",60
"1881","Ontario","Canada","Male","percent_Use_inspired_Research_past",0
"1882","Ontario","Canada","Female","percent_Use_inspired_Research_past",30
"1883","Alberta","Canada","Male","percent_Use_inspired_Research_past",0
"1884","","","Female","percent_Use_inspired_Research_past",20
"1885","Alberta","Canada","Male","percent_Use_inspired_Research_past",50
"1886","New Brunswick","Canada","Male","percent_Use_inspired_Research_past",30
"1887","Quebec","Canada","Male","percent_Use_inspired_Research_past",50
"1888","Vermont","USA","Female","percent_Use_inspired_Research_past",0
"1889","Nova Scotia","Canada","Male","percent_Use_inspired_Research_past",0
"1890","Ontario","Canada","Male","percent_Use_inspired_Research_past",10
"1891","Florida","USA","Male","percent_Use_inspired_Research_past",40
"1892","Chile","Chile","Male","percent_Use_inspired_Research_past",30
"1893","Saskatchewan","Canada","Male","percent_Use_inspired_Research_past",0
"1894","Yukon Territory","Canada","Female","percent_Use_inspired_Research_past",0
"1895","British Columbia","Canada","Male","percent_Use_inspired_Research_past",0
"1896","","","Male","percent_Use_inspired_Research_past",0
"1897","Prince Edward Island","Canada","Female","percent_Use_inspired_Research_past",10
"1898","Alberta","Canada","Male","percent_Use_inspired_Research_past",30
"1899","","","Male","percent_Use_inspired_Research_past",10
"1900","British Columbia","Canada","Male","percent_Use_inspired_Research_past",20
"1901","British Columbia","Canada","Male","percent_Use_inspired_Research_past",0
"1902","Ontario","Canada","Male","percent_Use_inspired_Research_past",0
"1903","British Columbia","Canada","Male","percent_Use_inspired_Research_past",30
"1904","Ontario","Canada","Male","percent_Use_inspired_Research_past",10
