"Country","Country_work","gender","nation","Location","what_participant_group","field_research","id","year","level"
"Canada","Canada","Male","Canada","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",680,"include_nonacademia_partners_success_6_10","Quite important"
"Canada","Canada","Female","Canada","Prince Edward Island","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",681,"include_nonacademia_partners_success_6_10","Can't comment"
"Canada","Canada","Male","Canada","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",682,"include_nonacademia_partners_success_6_10","Quite important"
"Canada","Canada","Male","Canada","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",683,"include_nonacademia_partners_success_6_10","Somewhat important"
"Canada","Canada","Male","Canada","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",684,"include_nonacademia_partners_success_6_10","Mandatory"
"Canada","","Male","Canada","Manitoba","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",685,"include_nonacademia_partners_success_6_10","Can't comment"
"France","Canada","Male","Canada","France","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",687,"include_nonacademia_partners_success_6_10","Mandatory"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",688,"include_nonacademia_partners_success_6_10","Mandatory"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",689,"include_nonacademia_partners_success_6_10","Can't comment"
"Canada","Canada","Female","Canada","Alberta","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",690,"include_nonacademia_partners_success_6_10","Not very important"
"Canada","Canada","Male","Canada","Alberta","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",692,"include_nonacademia_partners_success_6_10","Not very important"
"Canada","Canada","Male","Canada","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",693,"include_nonacademia_partners_success_6_10","Not very important"
"Canada","","Male","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",694,"include_nonacademia_partners_success_6_10","Somewhat important"
"United Kingdom","Canada","Female","Canada","United Kingdom","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",695,"include_nonacademia_partners_success_6_10","Quite important"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Engineering",696,"include_nonacademia_partners_success_6_10","Somewhat important"
"Canada","Canada","Female","Canada","British Columbia","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Medicine and Life Science",697,"include_nonacademia_partners_success_6_10","Can't comment"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",698,"include_nonacademia_partners_success_6_10","Somewhat important"
"Canada","Canada","Male","Canada","Manitoba","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Interdisciplinary Science",699,"include_nonacademia_partners_success_6_10","Not very important"
"Canada","Canada","Female","Canada","British Columbia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",700,"include_nonacademia_partners_success_6_10","Quite important"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Engineering",701,"include_nonacademia_partners_success_6_10","Mandatory"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",703,"include_nonacademia_partners_success_6_10","Quite important"
"","Canada","Other","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",704,"include_nonacademia_partners_success_6_10","Can't comment"
"Canada","Canada","Female","Canada","British Columbia","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Physical Science (eg. math, physics, chemistry, computer science)",705,"include_nonacademia_partners_success_6_10","Can't comment"
"Canada","Canada","","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",706,"include_nonacademia_partners_success_6_10","Not at all important"
"United States","Canada","Male","Canada","New York","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",707,"include_nonacademia_partners_success_6_10","Not very important"
"Greece","Canada","Male","Canada","Greece","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",708,"include_nonacademia_partners_success_6_10","Not very important"
"Canada","Canada","Female","Canada","Alberta","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",710,"include_nonacademia_partners_success_6_10","Can't comment"
"Canada","Canada","Female","Canada","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",711,"include_nonacademia_partners_success_6_10","Somewhat important"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",712,"include_nonacademia_partners_success_6_10","Quite important"
"Canada","Canada","Female","Canada","British Columbia","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Natural Science",713,"include_nonacademia_partners_success_6_10","Not very important"
"Croatia","Canada","Male","Canada","Croatia","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",714,"include_nonacademia_partners_success_6_10","Not at all important"
"Canada","Canada","Male","Canada","Prince Edward Island","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",716,"include_nonacademia_partners_success_6_10","Not at all important"
"Canada","Canada","Female","Canada","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",717,"include_nonacademia_partners_success_6_10","Mandatory"
"Canada","Canada","Female","Canada","British Columbia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",718,"include_nonacademia_partners_success_6_10","Can't comment"
"","Canada","Male","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",719,"include_nonacademia_partners_success_6_10","Somewhat important"
"Canada","Canada","Male","Canada","Alberta","Senior academic researcher with >10 years of experience applying for research grants","Engineering",720,"include_nonacademia_partners_success_6_10","Quite important"
"Canada","Canada","Male","Canada","Alberta","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",721,"include_nonacademia_partners_success_6_10","Quite important"
"","Canada","Male","Canada","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",722,"include_nonacademia_partners_success_6_10","Can't comment"
"Canada","Canada","Female","Canada","British Columbia","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","Natural Science",723,"include_nonacademia_partners_success_6_10","Somewhat important"
"Canada","Canada","Male","Canada","Alberta","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering",724,"include_nonacademia_partners_success_6_10","Can't comment"
"Canada","Canada","Male","Canada","Alberta","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",726,"include_nonacademia_partners_success_6_10","Not at all important"
"Canada","Canada","Male","Canada","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",727,"include_nonacademia_partners_success_6_10","Not very important"
"Canada","Canada","Male","Canada","Alberta","Senior academic researcher with >10 years of experience applying for research grants","Engineering",728,"include_nonacademia_partners_success_6_10","Not very important"
"Korea","","Male","Korea, South","Korea","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",729,"include_nonacademia_partners_success_6_10","Not very important"
"Canada","Canada","Male","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Engineering",730,"include_nonacademia_partners_success_6_10","Somewhat important"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",731,"include_nonacademia_partners_success_6_10","Not at all important"
"Canada","Canada","Female","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Engineering",732,"include_nonacademia_partners_success_6_10","Quite important"
"Switzerland","Canada","Male","Canada","Switzerland","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",733,"include_nonacademia_partners_success_6_10","Can't comment"
"","Canada","Female","Canada","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",734,"include_nonacademia_partners_success_6_10","Can't comment"
"Canada","Canada","Female","Canada","Nova Scotia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",735,"include_nonacademia_partners_success_6_10","Can't comment"
"Canada","Canada","Male","Canada","Alberta","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Interdisciplinary Science",736,"include_nonacademia_partners_success_6_10","Somewhat important"
"","Canada","Female","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",737,"include_nonacademia_partners_success_6_10","Quite important"
"Canada","Canada","Male","Canada","Alberta","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Social Science / Humanities",738,"include_nonacademia_partners_success_6_10","Can't comment"
"Canada","Canada","Male","Canada","New Brunswick","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",739,"include_nonacademia_partners_success_6_10","Somewhat important"
"Canada","Canada","Male","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",740,"include_nonacademia_partners_success_6_10","Not very important"
"Canada","Canada","Male","Canada","Alberta","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",741,"include_nonacademia_partners_success_6_10","Quite important"
"Canada","Canada","Male","Canada","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",742,"include_nonacademia_partners_success_6_10","Not very important"
"United States","Canada","Female","Canada","Vermont","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",743,"include_nonacademia_partners_success_6_10","Not at all important"
"","Canada","Male","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Engineering",744,"include_nonacademia_partners_success_6_10","Somewhat important"
"Canada","Canada","Male","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",745,"include_nonacademia_partners_success_6_10","Not at all important"
"Canada","Canada","Female","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",746,"include_nonacademia_partners_success_6_10","Somewhat important"
"Canada","Canada","Male","Canada","Alberta","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",747,"include_nonacademia_partners_success_6_10","Can't comment"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",748,"include_nonacademia_partners_success_6_10","Somewhat important"
"Mexico","Canada","Male","Canada","Mexico","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",749,"include_nonacademia_partners_success_6_10","Not at all important"
"","Canada","Male","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",750,"include_nonacademia_partners_success_6_10","Quite important"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",751,"include_nonacademia_partners_success_6_10","Not at all important"
"Canada","Canada","Male","Canada","Nova Scotia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",752,"include_nonacademia_partners_success_6_10","Can't comment"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",753,"include_nonacademia_partners_success_6_10","Somewhat important"
"","United States","Female","United States","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Engineering",754,"include_nonacademia_partners_success_6_10","Quite important"
"United States","Canada","Male","Canada","Florida","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",755,"include_nonacademia_partners_success_6_10","Quite important"
"","Canada","Male","Canada","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",756,"include_nonacademia_partners_success_6_10","Not very important"
"","Canada","Male","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",757,"include_nonacademia_partners_success_6_10","Not at all important"
"Australia","Canada","Male","Canada","Australia","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Interdisciplinary Science",758,"include_nonacademia_partners_success_6_10","Can't comment"
"Canada","Canada","Male","Canada","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering",759,"include_nonacademia_partners_success_6_10","Can't comment"
"Chile","Chile","Male","Chile","Chile","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",760,"include_nonacademia_partners_success_6_10","Somewhat important"
"Canada","Canada","Male","Canada","Saskatchewan","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",761,"include_nonacademia_partners_success_6_10","Quite important"
"","Canada","Male","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",762,"include_nonacademia_partners_success_6_10","Not very important"
"Canada","Canada","Female","Canada","Yukon Territory","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",763,"include_nonacademia_partners_success_6_10","Not very important"
"Canada","Canada","Male","Canada","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",764,"include_nonacademia_partners_success_6_10","Can't comment"
"Canada","Canada","Male","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",765,"include_nonacademia_partners_success_6_10","Not at all important"
"","Canada","Male","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",766,"include_nonacademia_partners_success_6_10","Not very important"
"Canada","Canada","Male","Canada","Alberta","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",767,"include_nonacademia_partners_success_6_10","Not very important"
"Canada","Canada","Female","Canada","Prince Edward Island","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",768,"include_nonacademia_partners_success_6_10","Somewhat important"
"Canada","Canada","Male","Canada","Alberta","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",769,"include_nonacademia_partners_success_6_10","Quite important"
"Canada","Canada","Male","Canada","British Columbia","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Natural Science",770,"include_nonacademia_partners_success_6_10","Can't comment"
"","Canada","Male","Canada","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",771,"include_nonacademia_partners_success_6_10","Can't comment"
"Canada","Canada","Male","Canada","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",772,"include_nonacademia_partners_success_6_10","Somewhat important"
"Canada","Canada","Male","Canada","New Brunswick","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",773,"include_nonacademia_partners_success_6_10","Not at all important"
"Canada","Canada","Male","Canada","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",775,"include_nonacademia_partners_success_6_10","Not at all important"
"Canada","Canada","Male","Canada","Alberta","Non-academic researcher conducting or managing research in industry or government with <10 years of experience","Engineering",776,"include_nonacademia_partners_success_6_10","Can't comment"
"Argentina","Argentina","Male","Argentina","Argentina","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",778,"include_nonacademia_partners_success_6_10","Quite important"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",779,"include_nonacademia_partners_success_6_10","Somewhat important"
"Canada","Canada","Male","Canada","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",780,"include_nonacademia_partners_success_6_10","Not very important"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",781,"include_nonacademia_partners_success_6_10","Somewhat important"
"Canada","Canada","Male","Canada","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",782,"include_nonacademia_partners_success_6_10","Can't comment"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",783,"include_nonacademia_partners_success_6_10","Not very important"
"Canada","Canada","Male","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Engineering",784,"include_nonacademia_partners_success_6_10","Somewhat important"
"Sweden","Canada","Female","Canada","Sweden","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",785,"include_nonacademia_partners_success_6_10","Not very important"
"Canada","Canada","Female","Canada","Newfoundland and Labrador","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",786,"include_nonacademia_partners_success_6_10","Can't comment"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Engineering",788,"include_nonacademia_partners_success_6_10","Somewhat important"
"Canada","Canada","Male","Canada","Alberta","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",789,"include_nonacademia_partners_success_6_10","Somewhat important"
"Canada","Canada","Male","Canada","Newfoundland and Labrador","Senior academic researcher with >10 years of experience applying for research grants","Engineering",790,"include_nonacademia_partners_success_6_10","Somewhat important"
"Canada","Canada","Male","Canada","New Brunswick","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",791,"include_nonacademia_partners_success_6_10","Not very important"
"Japan","Canada","Male","Canada","Japan","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",792,"include_nonacademia_partners_success_6_10","Can't comment"
"Canada","Canada","Male","Canada","New Brunswick","","Natural Science",793,"include_nonacademia_partners_success_6_10","Not very important"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",794,"include_nonacademia_partners_success_6_10","Somewhat important"
"Canada","Canada","Male","Canada","British Columbia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",795,"include_nonacademia_partners_success_6_10","Can't comment"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Engineering",796,"include_nonacademia_partners_success_6_10","Somewhat important"
"United States","Canada","Female","Canada","New York","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Interdisciplinary Science",797,"include_nonacademia_partners_success_6_10","Can't comment"
"","Canada","Male","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",798,"include_nonacademia_partners_success_6_10","Not very important"
"United Kingdom","France","Male","France","United Kingdom","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Physical Science (eg. math, physics, chemistry, computer science)",799,"include_nonacademia_partners_success_6_10","Can't comment"
"","Canada","Male","Canada","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",800,"include_nonacademia_partners_success_6_10","Not very important"
"","Canada","Female","Canada","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",801,"include_nonacademia_partners_success_6_10","Can't comment"
"","Canada","Male","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",802,"include_nonacademia_partners_success_6_10","Quite important"
"","Canada","Female","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Engineering",803,"include_nonacademia_partners_success_6_10","Somewhat important"
"Canada","Canada","Male","Canada","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",804,"include_nonacademia_partners_success_6_10","Quite important"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",806,"include_nonacademia_partners_success_6_10","Quite important"
"Canada","Canada","Male","Canada","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",807,"include_nonacademia_partners_success_6_10","Can't comment"
"","Canada","Male","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",808,"include_nonacademia_partners_success_6_10","Can't comment"
"United States","United States","Male","United States","New York","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",809,"include_nonacademia_partners_success_6_10","Somewhat important"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Engineering",810,"include_nonacademia_partners_success_6_10","Quite important"
"Canada","Canada","Male","Canada","Alberta","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering",811,"include_nonacademia_partners_success_6_10","Quite important"
"United States","United States","Male","United States","New Jersey","Non-academic researcher conducting or managing research in industry or government with <10 years of experience","Physical Science (eg. math, physics, chemistry, computer science)",812,"include_nonacademia_partners_success_6_10","Can't comment"
"Australia","Canada","Male","Canada","Australia","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",813,"include_nonacademia_partners_success_6_10","Somewhat important"
"Canada","Canada","Male","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",814,"include_nonacademia_partners_success_6_10","Not at all important"
"Canada","Canada","Male","Canada","Alberta","Senior academic researcher with >10 years of experience applying for research grants","Engineering",815,"include_nonacademia_partners_success_6_10","Quite important"
"Canada","Canada","Female","Canada","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",816,"include_nonacademia_partners_success_6_10","Not very important"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",817,"include_nonacademia_partners_success_6_10","Can't comment"
"Canada","Canada","Male","Canada","Alberta","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",818,"include_nonacademia_partners_success_6_10","Not at all important"
"Japan","Canada","Male","Canada","Japan","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",819,"include_nonacademia_partners_success_6_10","Somewhat important"
"Canada","Canada","Female","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",821,"include_nonacademia_partners_success_6_10","Not very important"
"Canada","Canada","Male","Canada","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",822,"include_nonacademia_partners_success_6_10","Somewhat important"
"Canada","Canada","Male","Canada","Quebec","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering",823,"include_nonacademia_partners_success_6_10","Can't comment"
"Canada","Canada","Female","Canada","Nova Scotia","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",824,"include_nonacademia_partners_success_6_10","Not at all important"
"Canada","Canada","Female","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",825,"include_nonacademia_partners_success_6_10","Not at all important"
"Canada","Canada","Female","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",826,"include_nonacademia_partners_success_6_10","Somewhat important"
"","Canada","Male","Canada","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",827,"include_nonacademia_partners_success_6_10","Quite important"
"Canada","Canada","Female","Canada","British Columbia","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Natural Science",828,"include_nonacademia_partners_success_6_10","Can't comment"
"","Canada","Male","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",829,"include_nonacademia_partners_success_6_10","Quite important"
"India","Canada","Male","Canada","India","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",830,"include_nonacademia_partners_success_6_10","Not very important"
"Canada","Canada","Male","Canada","Ontario","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","Natural Science",831,"include_nonacademia_partners_success_6_10","Quite important"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",832,"include_nonacademia_partners_success_6_10","Not at all important"
"Canada","Canada","Male","Canada","Quebec","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Interdisciplinary Science",833,"include_nonacademia_partners_success_6_10","Can't comment"
"United States","Canada","Male","Canada","Illinois","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",834,"include_nonacademia_partners_success_6_10","Not very important"
"Canada","Canada","Male","Canada","Quebec","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",835,"include_nonacademia_partners_success_6_10","Not very important"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",836,"include_nonacademia_partners_success_6_10","Not very important"
"Canada","Canada","Male","Canada","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Engineering",837,"include_nonacademia_partners_success_6_10","Quite important"
"Canada","Canada","Female","Canada","Alberta","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",838,"include_nonacademia_partners_success_6_10","Quite important"
"","Canada","Male","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",839,"include_nonacademia_partners_success_6_10","Not at all important"
"Canada","Canada","Male","Canada","Alberta","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",840,"include_nonacademia_partners_success_6_10","Not at all important"
"","Canada","Male","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",841,"include_nonacademia_partners_success_6_10","Not at all important"
"Canada","Canada","Male","Canada","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",842,"include_nonacademia_partners_success_6_10","Somewhat important"
"Ethiopia","Canada","Male","Canada","Ethiopia","Senior academic researcher with >10 years of experience applying for research grants","Engineering",843,"include_nonacademia_partners_success_6_10","Not at all important"
"","Canada","Male","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",844,"include_nonacademia_partners_success_6_10","Not very important"
"","Canada","Male","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",845,"include_nonacademia_partners_success_6_10","Quite important"
"Canada","Canada","Female","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Engineering",846,"include_nonacademia_partners_success_6_10","Somewhat important"
"Italy","Canada","Male","Canada","Italy","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",847,"include_nonacademia_partners_success_6_10","Somewhat important"
"","Canada","Female","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",848,"include_nonacademia_partners_success_6_10","Quite important"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",849,"include_nonacademia_partners_success_6_10","Mandatory"
"Finland","Canada","Male","Canada","Finland","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",850,"include_nonacademia_partners_success_6_10","Not very important"
"Canada","Canada","Male","Canada","New Brunswick","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",851,"include_nonacademia_partners_success_6_10","Can't comment"
"Greece","Canada","Female","Canada","Greece","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",853,"include_nonacademia_partners_success_6_10","Not at all important"
"Switzerland","Canada","Male","Canada","Switzerland","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",854,"include_nonacademia_partners_success_6_10","Can't comment"
"Canada","Canada","Male","Canada","Nova Scotia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Interdisciplinary Science",855,"include_nonacademia_partners_success_6_10","Can't comment"
