"Location","nation","id","Country","Country_work","gender","what_participant_group","field_research","total_research","type","percent"
"","Canada",1862,"","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Applied_Research_current",20
"United Kingdom","United Kingdom",1865,"United Kingdom","United Kingdom","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_current",0
"United Kingdom","United Kingdom",1866,"United Kingdom","United Kingdom","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_current",30
"United Kingdom","United Kingdom",1867,"United Kingdom","United Kingdom","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_current",30
"","United Kingdom",1868,"","United Kingdom","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",300,"percent_Applied_Research_current",33.3333333333333
"United Kingdom","United Kingdom",1869,"United Kingdom","United Kingdom","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"percent_Applied_Research_current",40
"United Kingdom","United Kingdom",1873,"United Kingdom","United Kingdom","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_current",0
"United Kingdom","United Kingdom",1874,"United Kingdom","United Kingdom","Male","Non-academic researcher conducting or managing research in industry or government with <10 years of experience","Natural Science",100,"percent_Applied_Research_current",30
"United Kingdom","United Kingdom",1877,"United Kingdom","United Kingdom","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",90,"percent_Applied_Research_current",50
"United Kingdom","United Kingdom",1878,"United Kingdom","United Kingdom","Female","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_current",0
"United Kingdom","United Kingdom",1880,"United Kingdom","United Kingdom","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_current",0
"United Kingdom","United Kingdom",1885,"United Kingdom","United Kingdom","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Applied_Research_current",10
"United Kingdom","United Kingdom",1886,"United Kingdom","United Kingdom","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",100,"percent_Applied_Research_current",20
"Switzerland","United Kingdom",1888,"Switzerland","United Kingdom","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Applied_Research_current",10
"United Kingdom","United Kingdom",1889,"United Kingdom","United Kingdom","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",100,"percent_Applied_Research_current",10
"United Kingdom","United Kingdom",1896,"United Kingdom","United Kingdom","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",90,"percent_Applied_Research_current",50
"United Kingdom","United Kingdom",1900,"United Kingdom","United Kingdom","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"percent_Applied_Research_current",30
"United Kingdom","United Kingdom",1901,"United Kingdom","United Kingdom","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_current",30
"United Kingdom","United Kingdom",1902,"United Kingdom","United Kingdom","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,"percent_Applied_Research_current",10
"Australia","Australia",1906,"Australia","Australia","Female","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Medicine and Life Science",100,"percent_Applied_Research_current",100
"China","United Kingdom",1907,"China","United Kingdom","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_current",10
"Washington","United Kingdom",1909,"United States","United Kingdom","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",150,"percent_Applied_Research_current",66.6666666666667
"United Kingdom","United Kingdom",1911,"United Kingdom","United Kingdom","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Applied_Research_current",10
"United Kingdom","United Kingdom",1912,"United Kingdom","United Kingdom","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Applied_Research_current",20
"United Kingdom","United Kingdom",1913,"United Kingdom","United Kingdom","Female","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",100,"percent_Applied_Research_current",0
"Russian Federation","United Kingdom",1914,"Russian Federation","United Kingdom","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_current",0
"United Kingdom","United Kingdom",1915,"United Kingdom","United Kingdom","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Applied_Research_current",0
"Germany","United Kingdom",1917,"Germany","United Kingdom","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",100,"percent_Applied_Research_current",0
"United Kingdom","United Kingdom",1918,"United Kingdom","United Kingdom","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"percent_Applied_Research_current",20
"United Kingdom","United Kingdom",1920,"United Kingdom","United Kingdom","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering",100,"percent_Applied_Research_current",40
"United Kingdom","United Kingdom",1922,"United Kingdom","United Kingdom","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Applied_Research_current",0
"United Kingdom","United Kingdom",1924,"United Kingdom","","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",180,"percent_Applied_Research_current",33.3333333333333
"United Kingdom","United Kingdom",1925,"United Kingdom","United Kingdom","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"percent_Applied_Research_current",0
"United Kingdom","United Kingdom",1926,"United Kingdom","United Kingdom","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Applied_Research_current",60
"United Kingdom","United Kingdom",1927,"United Kingdom","United Kingdom","Female","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Interdisciplinary Science",100,"percent_Applied_Research_current",10
"United Kingdom","United Kingdom",1928,"United Kingdom","United Kingdom","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,"percent_Applied_Research_current",10
"China","United Kingdom",1934,"China","United Kingdom","Female","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",100,"percent_Applied_Research_current",20
"United Kingdom","United Kingdom",1935,"United Kingdom","United Kingdom","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_current",20
"United Kingdom","United Kingdom",1941,"United Kingdom","United Kingdom","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering",100,"percent_Applied_Research_current",20
"United Kingdom","United Kingdom",1942,"United Kingdom","United Kingdom","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_current",30
"Quebec","Canada",1946,"Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Applied_Research_current",30
"United Kingdom","United Kingdom",1951,"United Kingdom","United Kingdom","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Interdisciplinary Science",100,"percent_Applied_Research_current",20
"United Kingdom","United Kingdom",1953,"United Kingdom","","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Applied_Research_current",40
"United Kingdom","United Kingdom",1954,"United Kingdom","United Kingdom","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,"percent_Applied_Research_current",40
"United Kingdom","United Kingdom",1955,"United Kingdom","United Kingdom","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"percent_Applied_Research_current",30
"United Kingdom","United Kingdom",1956,"United Kingdom","United Kingdom","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_current",20
"United Kingdom","United Kingdom",1962,"United Kingdom","United Kingdom","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_current",10
"United Kingdom","United Kingdom",1964,"United Kingdom","United Kingdom","Female","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Interdisciplinary Science",100,"percent_Applied_Research_current",40
"United Kingdom","United Kingdom",1965,"United Kingdom","United Kingdom","Male","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Interdisciplinary Science",100,"percent_Applied_Research_current",90
"United Kingdom","United Kingdom",1967,"United Kingdom","United Kingdom","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_current",60
"United Kingdom","United Kingdom",1968,"United Kingdom","United Kingdom","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_current",20
"United Kingdom","United Kingdom",1970,"United Kingdom","United Kingdom","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",100,"percent_Applied_Research_current",20
"United Kingdom","United Kingdom",1971,"United Kingdom","United Kingdom","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Applied_Research_current",0
"United Kingdom","United Kingdom",1975,"United Kingdom","United Kingdom","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Applied_Research_current",0
"United Kingdom","United Kingdom",1977,"United Kingdom","United Kingdom","Male","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Engineering",100,"percent_Applied_Research_current",10
"Germany","United Kingdom",1978,"Germany","United Kingdom","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_current",50
"New Brunswick","Canada",1983,"Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"percent_Applied_Research_current",40
"Quebec","Canada",1986,"Canada","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_current",80
"United Kingdom","United Kingdom",1988,"United Kingdom","United Kingdom","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_current",20
"United Kingdom","United Kingdom",1989,"United Kingdom","United Kingdom","Male","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_current",0
"Australia","Australia",1990,"Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Applied_Research_current",20
"Australia","Australia",1991,"Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Applied_Research_current",0
"Australia","Australia",1993,"Australia","Australia","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",100,"percent_Applied_Research_current",20
"Australia","Australia",1995,"Australia","Australia","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",100,"percent_Applied_Research_current",30
"Australia","Australia",1996,"Australia","Australia","Female","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"percent_Applied_Research_current",20
"United Kingdom","United Kingdom",1997,"United Kingdom","United Kingdom","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",100,"percent_Applied_Research_current",80
"Netherlands","Netherlands",1998,"Netherlands","Netherlands","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Interdisciplinary Science",100,"percent_Applied_Research_current",50
"Netherlands","Netherlands",2001,"Netherlands","Netherlands","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Social Science / Humanities",100,"percent_Applied_Research_current",50
"Australia","Australia",2002,"Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Applied_Research_current",0
"Netherlands","Netherlands",2005,"Netherlands","Netherlands","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Social Science / Humanities",100,"percent_Applied_Research_current",0
"Netherlands","Netherlands",2006,"Netherlands","Netherlands","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Social Science / Humanities",100,"percent_Applied_Research_current",70
"United Kingdom","United Kingdom",2008,"United Kingdom","United Kingdom","Female","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_current",10
"United Kingdom","United Kingdom",2010,"United Kingdom","United Kingdom","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_current",10
"United Kingdom","United Kingdom",2012,"United Kingdom","United Kingdom","Female","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Natural Science",100,"percent_Applied_Research_current",0
"Germany","United Kingdom",2016,"Germany","United Kingdom","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_current",0
"United Kingdom","United Kingdom",2017,"United Kingdom","United Kingdom","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",100,"percent_Applied_Research_current",10
"Netherlands","Netherlands",2018,"Netherlands","Netherlands","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Social Science / Humanities",100,"percent_Applied_Research_current",0
"United Kingdom","United Kingdom",2023,"United Kingdom","United Kingdom","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"percent_Applied_Research_current",0
"United Kingdom","United Kingdom",2024,"United Kingdom","United Kingdom","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"percent_Applied_Research_current",30
"Netherlands","Netherlands",2026,"Netherlands","Netherlands","Female","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Social Science / Humanities",160,"percent_Applied_Research_current",43.75
"United Kingdom","United Kingdom",2027,"United Kingdom","United Kingdom","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",70,"percent_Applied_Research_current",20
"United Kingdom","United Kingdom",2029,"United Kingdom","United Kingdom","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_current",0
"British Columbia","Canada",2030,"Canada","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",100,"percent_Applied_Research_current",10
"United Kingdom","United Kingdom",2033,"United Kingdom","United Kingdom","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Interdisciplinary Science",100,"percent_Applied_Research_current",20
"British Columbia","Canada",2037,"Canada","Canada","Male","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","Interdisciplinary Science",100,"percent_Applied_Research_current",80
"Australia","Australia",2038,"Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Applied_Research_current",20
"Quebec","Canada",2044,"Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,"percent_Applied_Research_current",50
"","Colombia",2047,"","Colombia","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,"percent_Applied_Research_current",60
"Nebraska","United States",2048,"United States","United States","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Applied_Research_current",60
"British Columbia","Canada",2049,"Canada","Canada","Male","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Natural Science",90,"percent_Applied_Research_current",50
"Massachusetts","United States",2050,"United States","United States","Female","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_current",0
"India","India",2053,"India","India","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",180,"percent_Applied_Research_current",50
"New Hampshire","United States",2056,"United States","United States","Female","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",100,"percent_Applied_Research_current",10
"New York","United States",2058,"United States","United States","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",100,"percent_Applied_Research_current",20
"United Kingdom","United Kingdom",2059,"United Kingdom","United Kingdom","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Applied_Research_current",20
"Quebec","Canada",2062,"Canada","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_current",10
"New Brunswick","Canada",2066,"Canada","Canada","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",100,"percent_Applied_Research_current",0
"","Colombia",2067,"","Colombia","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,"percent_Applied_Research_current",60
"Nova Scotia","Canada",2070,"Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_current",10
"Australia","Australia",2072,"Australia","Australia","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",100,"percent_Applied_Research_current",10
"Virginia","United States",2073,"United States","United States","Female","Non-academic researcher conducting or managing research in industry or government with <10 years of experience","Natural Science",100,"percent_Applied_Research_current",60
"California","United States",2076,"United States","United States","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",100,"percent_Applied_Research_current",80
"United Kingdom","United Kingdom",2077,"United Kingdom","United Kingdom","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_current",0
"United Kingdom","United Kingdom",2086,"United Kingdom","United Kingdom","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_current",10
"New Zealand","New Zealand",2088,"New Zealand","New Zealand","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Applied_Research_current",30
"Brazil","Brazil",2093,"Brazil","Brazil","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",100,"percent_Applied_Research_current",70
"United Kingdom","United Kingdom",2094,"United Kingdom","Nigeria","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Applied_Research_current",30
"Italy","Italy",2097,"Italy","Italy","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Applied_Research_current",0
"United Kingdom","United Kingdom",2101,"United Kingdom","United Kingdom","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,"percent_Applied_Research_current",100
"Finland","Finland",2104,"Finland","Finland","Female","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_current",20
"Florida","United States",2106,"United States","United States","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"percent_Applied_Research_current",50
"United Kingdom","United Kingdom",2110,"United Kingdom","United Kingdom","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",100,"percent_Applied_Research_current",0
"Ohio","United States",2111,"United States","United States","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"percent_Applied_Research_current",20
"Michigan","United States",2112,"United States","United States","Female","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"percent_Applied_Research_current",20
"","Canada",2118,"","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"percent_Applied_Research_current",30
"United Kingdom","United Kingdom",2121,"United Kingdom","United Kingdom","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",90,"percent_Applied_Research_current",20
"India","India",2125,"India","India","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",160,"percent_Applied_Research_current",0
"Netherlands","Netherlands",2126,"Netherlands","Netherlands","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"percent_Applied_Research_current",10
"Maine","United States",2141,"United States","United States","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Applied_Research_current",20
"Massachusetts","United States",2147,"United States","United States","Female","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"percent_Applied_Research_current",0
"Louisiana","United States",2150,"United States","United States","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Applied_Research_current",0
"Florida","United States",2151,"United States","United States","Female","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"percent_Applied_Research_current",0
"Massachusetts","United States",2152,"United States","United States","Female","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"percent_Applied_Research_current",10
"Quebec","Canada",2153,"Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Applied_Research_current",20
"Florida","United States",2156,"United States","United States","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"percent_Applied_Research_current",0
"United Kingdom","United Kingdom",2157,"United Kingdom","United Kingdom","Male","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Natural Science",100,"percent_Applied_Research_current",50
"Massachusetts","United States",2159,"United States","United States","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_current",0
"Germany","Germany",2163,"Germany","Germany","Male","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",100,"percent_Applied_Research_current",70
"Australia","Australia",2164,"Australia","Australia","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",100,"percent_Applied_Research_current",0
"Australia","Australia",2165,"Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Applied_Research_current",0
"Australia","Australia",2168,"Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_current",40
"Australia","Australia",2170,"Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",100,"percent_Applied_Research_current",0
"Australia","Australia",2171,"Australia","Australia","Female","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"percent_Applied_Research_current",0
"Australia","Australia",2173,"Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_current",0
"Australia","Australia",2174,"Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Applied_Research_current",30
"Australia","Australia",2175,"Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Applied_Research_current",80
"Australia","Australia",2176,"Australia","Australia","Female","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",100,"percent_Applied_Research_current",50
"Australia","Australia",2177,"Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Applied_Research_current",40
"Australia","Australia",2179,"Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,"percent_Applied_Research_current",30
"Australia","Australia",2184,"Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_current",50
"Australia","Australia",2185,"Australia","Australia","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",100,"percent_Applied_Research_current",10
"Australia","Australia",2188,"Australia","Australia","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Applied_Research_current",40
"Ohio","United States",2192,"United States","United States","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",80,"percent_Applied_Research_current",10
"Australia","Australia",2193,"Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_current",0
"Massachusetts","United States",2194,"United States","United States","Female","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"percent_Applied_Research_current",0
"Australia","Australia",2196,"Australia","Australia","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Applied_Research_current",0
"Australia","Australia",2198,"Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",90,"percent_Applied_Research_current",50
"Australia","Australia",2199,"Australia","Australia","Female","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","Interdisciplinary Science",100,"percent_Applied_Research_current",70
"Australia","Australia",2200,"Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",110,"percent_Applied_Research_current",45.4545454545455
"Australia","Australia",2205,"Australia","Australia","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",100,"percent_Applied_Research_current",10
"Australia","Australia",2207,"Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Applied_Research_current",10
"Australia","Australia",2209,"Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Applied_Research_current",0
"Australia","Australia",2217,"Australia","Australia","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",100,"percent_Applied_Research_current",40
"Australia","Australia",2226,"Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"percent_Applied_Research_current",0
"Australia","Australia",2227,"Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_current",80
"Australia","Australia",2231,"Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_current",0
"Australia","Australia",2238,"Australia","Australia","Female","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"percent_Applied_Research_current",20
"Australia","Australia",2241,"Australia","Australia","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Applied_Research_current",30
"Australia","Australia",2245,"Australia","Australia","Female","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"percent_Applied_Research_current",30
"Australia","Australia",2246,"Australia","Australia","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Applied_Research_current",0
"Australia","Australia",2251,"Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",90,"percent_Applied_Research_current",20
"Australia","Australia",2255,"Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"percent_Applied_Research_current",0
"Australia","Australia",2256,"Australia","Australia","Female","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,"percent_Applied_Research_current",40
"Australia","Australia",2259,"Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"percent_Applied_Research_current",50
"Australia","Australia",2261,"Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_current",20
