Use?,Location,nation,Country,gender,field_research,Country_work,PhD_Year,what_participant_group,id,class,percent_sum_current,percent_sum_previous,percent_applied_research_current,percent_applied_research_past,percent_fundamental_research_current,percent_fundamental_research_past,percent_use_inspired_research_current,percent_use_inspired_research_past,changed_10yrs,main_reason_change_interest_related,main_reason_change_career_related,main_reason_change_funding_related,main_reason_change_socially_related,main_reason_change_other,main_reason_replied,Main_reason_change_Other_text,view_change_of_type,partnership_outside_current,partnership_outside_before,partnership_change_10yrs,reason_partnership_change_interest,reason_partnership_change_career,reason_partnership_change_socially,reason_partnership_change_funding,reason_partnership_change_other,reason_partnership_change_other_text,view_change_partnership,external_pi_grant_11_15_applied,external_pi_grant_11_15_fundamental,external_pi_grant_11_15_use,external_pi_grant_6_10_applied,external_pi_grant_6_10_fundamental,external_pi_grant_6_10_use,successful_grants_11_15_fundamental,successful_grants_11_15_use,successful_grants_11_15_applied,successful_grants_6_10_fundamental,successful_grants_6_10_use,successful_grants_6_10_applied,practical_applications_important_11_15,practical_applications_important_6_10,include_nonacademia_partners_success_11_15,include_nonacademia_partners_success_6_10,distribution_funding_11_15_sum,distribution_funding_11_15_for_profit,distribution_funding_11_15_government,distribution_funding_11_15_internal,distribution_funding_11_15_nongov,distribution_funding_11_15_other,distribution_funding_6_10_sum,distribution_funding_6_10_for_profit,distribution_funding_6_10_government,distribution_funding_6_10_internal,distribution_funding_6_10_nongov,distribution_funding_6_10_other,distribution_funding_11_15_other_text,distribution_funding_6_10_other_text,success_change_10yrs_fundamental,success_change_10yrs_use,success_change_10yrs_applied,opinion_fundamental_important,high_priority_sum,high_priority_fundamental,high_priority_use_inspired,high_priority_applied,high_priority_no_change,high_priority_replied,available_funding_fundamental,available_funding_use_inspired,available_funding_applied,next_generation,high_priority_comments,next_generation_comments,final_comments,OCED_category
1,Ontario,Canada,Canada,Male,Engineering,Canada,2012,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,1332,developed,100,NA,40,NA,20,NA,40,NA,Can't comment (new researcher),NA,NA,NA,NA,NA,0,0,0,Strong partnership,0,Can't comment (new researcher),NA,NA,NA,NA,NA,0,0,43525,0,43525,0,0,0,40,50,50,0,0,0,Very important,Can't comment,Quite important,Can't comment,100,0,80,20,0,0,0,NA,NA,NA,NA,NA,0,0,Can't comment,Can't comment,Can't comment,Somewhat important,1,NA,NA,1,NA,1,Will increase slightly,Will stay the same,Will decrease slightly,Will stay the same,0,0,0,High Income
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Israel,Israel,Israel,Male,Engineering,0,1961,Senior academic researcher with >10 years of experience applying for research grants,1334,developed,100,NA,70,NA,0,NA,30,NA,No,NA,NA,NA,NA,NA,0,0,0,No partnership,0,No,NA,NA,NA,NA,NA,0,0,0,0,43525,43525,0,43525,0,50,0,0,50,50,Quite important,Quite important,Not very important,Not very important,100,0,100,0,0,0,100,0,100,0,0,0,0,0,0,Stayed the same,Stayed the same,Somewhat important,0,NA,NA,NA,NA,0,0,Will stay the same,Will stay the same,Will stay the same,0,0,0,High Income
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Israel,Israel,Israel,Female,Interdisciplinary Science,Israel,2003,Non-academic researcher conducting or managing research in industry or government with >10 years of experience,1337,developed,91.30434783,100,NA,34.7826087,NA,43.47826087,NA,21.73913043,Yes,NA,1,NA,NA,NA,1,0,Very positive,Strong partnership,No partnership,Yes,NA,1,NA,NA,NA,0,Very positive,0,0,0,43525,43525,0,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,30,0,0,Somewhat important,Very important,Quite important,Quite important,100,0,25,50,25,0,0,NA,NA,NA,NA,NA,0,0,Decreased considerably,Decreased considerably,Decreased considerably,Somewhat important,1,NA,NA,1,NA,1,0,0,0,0,0,0,0,High Income
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,British Columbia,Canada,Canada,Male,Engineering,Canada,2008,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,1339,developed,100,NA,70,NA,30,NA,0,NA,No,NA,NA,NA,NA,NA,0,0,0,Strong partnership,0,No,NA,NA,NA,NA,NA,0,0,13-15,43620,0,16+,43620,0,20,0,80,20,0,80,Very important,Very important,Quite important,Quite important,100,40,50,10,0,0,100,30,50,20,0,0,0,0,Decreased,0,Stayed the same,Not very important,1,NA,NA,1,NA,1,Will increase slightly,0,Will increase slightly,Will increase considerably,0,0,Fundamental research is utmost important to have an edge even on advanced technological development. Canadian government should really put more resources in both sectors. ,High Income
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Saskatchewan,Canada,Canada,Male,Medicine and Life Science,Canada,2003,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,1341,developed,100,NA,0,NA,100,NA,0,NA,No,NA,NA,NA,NA,NA,0,0,0,No partnership,0,No,NA,NA,NA,NA,NA,0,0,0,43809,0,0,43715,0,40,No need for applications for this research type,No need for applications for this research type,50,No need for applications for this research type,No need for applications for this research type,Mandatory,Quite important,Quite important,Not very important,100,0,80,10,10,0,100,0,100,0,0,0,0,0,Decreased considerably,Can't comment,Can't comment,Somewhat important,2,NA,1,1,NA,1,Will increase slightly,Will increase considerably,Will increase considerably,Will increase considerably,0,0,0,High Income
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Quebec,Canada,Canada,Male,Social Science / Humanities,Canada,0,Senior academic researcher with >10 years of experience applying for research grants,1347,developed,100,NA,0,NA,80,NA,20,NA,No,NA,NA,NA,NA,NA,0,0,0,No partnership,0,No,NA,NA,NA,NA,NA,0,0,0,43620,43525,0,43620,43525,100,80,No need for applications for this research type,100,100,0,Somewhat important,Somewhat important,Not at all important,Not at all important,100,0,80,20,0,0,100,0,90,10,0,0,0,0,Decreased,Increased,Increased considerably,Somewhat important,1,NA,NA,1,NA,1,Will increase slightly,Will stay the same,Will increase considerably,Will decrease considerably,0,0,0,High Income
1,Ontario,Canada,Canada,Male,Interdisciplinary Science,Canada,2004,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,1348,developed,100,100,0,0,50,80,50,20,Yes,1,1,1,1,NA,1,0,Very positive,Some partnership,No partnership,Yes,1,1,1,1,NA,0,Slightly positive,0,43809,43525,0,43525,0,50,100,0,100,0,0,Very important,Very important,Somewhat important,Somewhat important,100,0,60,40,0,0,100,0,50,50,0,0,0,0,Decreased,Stayed the same,Increased,Somewhat important,1,NA,NA,1,NA,1,Will increase slightly,Will increase slightly,Will stay the same,Will decrease slightly,0,0,0,High Income
1,British Columbia,Canada,Canada,Male,"Physical Science (eg. math, physics, chemistry, computer science)",Canada,1998,Senior academic researcher with >10 years of experience applying for research grants,1349,developed,100,100,60,30,20,50,20,20,Yes,NA,NA,1,NA,NA,1,0,Slightly negative,Strong partnership,Some partnership,Yes,NA,NA,NA,1,NA,0,Slightly negative,43620,43525,43525,0,43525,43525,30,60,100,50,50,0,Very important,Quite important,Mandatory,Quite important,100,10,90,0,0,0,100,0,80,20,0,0,0,0,Decreased,Decreased,Increased,Not very important,1,NA,NA,1,NA,1,Will decrease slightly,Will stay the same,Will increase considerably,Will stay the same,0,0,0,High Income
1,Ontario,Canada,Canada,Female,Medicine and Life Science,Canada,1986,Senior academic researcher with >10 years of experience applying for research grants,1350,developed,100,100,10,0,20,40,70,60,Yes,1,NA,1,NA,NA,1,0,Slightly positive,Some partnership,No partnership,Yes,1,NA,NA,1,NA,0,Slightly positive,43525,43525,43809,0,43620,43809,40,20,80,30,20,No need for applications for this research type,Somewhat important,Somewhat important,Somewhat important,Somewhat important,100,18.18181818,27.27272727,18.18181818,36.36363636,0,0,NA,NA,NA,NA,NA,0,0,Decreased considerably,Decreased considerably,Stayed the same,Not very important,1,NA,NA,1,NA,1,Will decrease slightly,Will decrease slightly,Will stay the same,Will decrease considerably,"with a recent change in government, this may shift again",0,"scientists are trained to be researchers, yet I and most of my colleagues CAN NO LONGER DO THE JOB WE WERE TRAINED AND HIRED FOR, since we have such low success rates for funding (approaching single digit % success); we spend most of our time reapplying or chasing new funding and have no time for the exciting part- doing the science.  the system in Canada is unsustainable- there is NO WAY only 10-15% (or even less- the CIHR Project Scheme projects ~ 5% success!) of the applications are 'deserving' of funding - what are the rest of us supposed to do? and why would anyone in the right mind encourage MORE PhD trainees in this climate? the system is unsustainable as it is- making it any larger will only hasten the collapse",High Income
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Quebec,Canada,Canada,Male,Medicine and Life Science,Canada,2012,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,1355,developed,100,NA,10,NA,90,NA,0,NA,No,NA,NA,NA,NA,NA,0,0,0,No partnership,0,No,NA,NA,NA,NA,NA,0,0,43525,43809,0,0,0,0,10,No need for applications for this research type,0,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,Very important,Can't comment,Somewhat important,Can't comment,100,0,10,70,20,0,0,NA,NA,NA,NA,NA,0,0,Decreased considerably,Can't comment,Stayed the same,Not very important,1,NA,NA,1,NA,1,Will decrease considerably,Can't comment,Will stay the same,Will decrease considerably,0,0,0,High Income
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Ontario,Canada,Canada,Male,"Physical Science (eg. math, physics, chemistry, computer science)",Canada,1983,Senior academic researcher with >10 years of experience applying for research grants,1359,developed,100,NA,0,NA,100,NA,0,NA,No,NA,NA,NA,NA,NA,0,0,0,No partnership,0,No,NA,NA,NA,NA,NA,0,0,0,43525,0,0,43525,0,100,No need for applications for this research type,No need for applications for this research type,100,No need for applications for this research type,No need for applications for this research type,Not at all important,Not at all important,Not at all important,Not at all important,100,0,100,0,0,0,0,NA,NA,NA,NA,NA,0,0,Decreased,Can't comment,Can't comment,Somewhat important,1,NA,NA,1,NA,1,Will increase slightly,Will increase slightly,Will increase slightly,Will decrease slightly,0,0,0,High Income
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Ontario,Canada,Canada,Male,"Physical Science (eg. math, physics, chemistry, computer science)",Canada,0,Senior academic researcher with >10 years of experience applying for research grants,1362,developed,100,NA,40,NA,30,NA,30,NA,No,NA,NA,NA,NA,NA,0,0,0,Some partnership,0,No,NA,NA,NA,NA,NA,0,0,43525,43525,43525,43525,43525,43525,100,100,50,100,100,No need for applications for this research type,Quite important,Quite important,Not very important,Not very important,100,0,70,30,0,0,0,NA,NA,NA,NA,NA,0,0,Stayed the same,Stayed the same,Stayed the same,Somewhat important,1,NA,NA,NA,1,1,Will increase slightly,Will increase slightly,Will stay the same,Will stay the same,"We have a new government that may put more emphasis on fundamental research, but I haven't seen the affects of this yet.",0,0,High Income
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Alberta,Canada,Canada,Male,"Physical Science (eg. math, physics, chemistry, computer science)",Canada,2011,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,1365,developed,100,NA,40,NA,20,NA,40,NA,Can't comment (new researcher),NA,NA,NA,NA,NA,0,0,0,Some partnership,0,Can't comment (new researcher),NA,NA,NA,NA,NA,0,0,0,0,43525,0,43525,0,0,100,No need for applications for this research type,100,0,No need for applications for this research type,Mandatory,Somewhat important,Quite important,Not at all important,100,20,40,40,0,0,0,NA,NA,NA,NA,NA,0,0,Decreased considerably,Stayed the same,Increased considerably,Not very important,1,NA,NA,1,NA,1,Will increase slightly,Will stay the same,Will stay the same,Will increase considerably,0,0,"I can only hope that the Canadian Government will realize the importance and impact fundamental ""curiosity driven"" research has had in Canada and the world over the last 50+ years. The need for bench marking is always a challenge within Science as it can take years or decades to truly realize the impact of ones contributions to the field. However, the major leaps that spawned from the 1940's and 1950's are still being used today and being developed further beyond ones imagination. As we look to the next 100 years, curiosity will be a critical driving force for innovation and discovery, you cannot advance science by only looking at a specific application - you will miss the forest from the trees using this mind set!  ",High Income
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Israel,Israel,Israel,Male,Social Science / Humanities,Israel,1980,Senior academic researcher with >10 years of experience applying for research grants,1375,developed,100,NA,0,NA,100,NA,0,NA,No,NA,NA,NA,NA,NA,0,0,0,No partnership,0,No,NA,NA,NA,NA,NA,0,0,0,43525,0,0,43525,0,80,0,0,80,0,0,Not at all important,Not at all important,Not at all important,Not at all important,100,0,70,10,20,0,100,0,80,20,0,0,0,0,Can't comment,0,0,Somewhat important,1,NA,NA,NA,1,1,Will stay the same,Can't comment,Can't comment,Can't comment,0,0,0,High Income
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Ontario,Canada,Canada,Male,"Physical Science (eg. math, physics, chemistry, computer science)",Canada,1998,Senior academic researcher with >10 years of experience applying for research grants,1377,developed,80,100,NA,0,NA,100,NA,0,Yes,1,NA,NA,NA,1,1,My theoretical expertise is sought by new collaborators,Very positive,No partnership,0,No,NA,NA,NA,NA,NA,0,0,0,43525,43525,0,43525,0,100,50,0,100,0,0,Somewhat important,Somewhat important,Not at all important,Not at all important,100,0,90,0,10,0,100,0,50,50,0,0,0,0,Stayed the same,0,0,Very important,1,NA,NA,1,NA,1,Will increase slightly,Will increase slightly,Will increase slightly,Will increase slightly,0,0,0,High Income
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Ontario,Canada,Canada,Male,Medicine and Life Science,Canada,1999,Senior academic researcher with >10 years of experience applying for research grants,1379,developed,100,NA,10,NA,70,NA,20,NA,No,NA,NA,NA,NA,NA,0,0,0,No partnership,0,No,NA,NA,NA,NA,NA,0,0,0,43525,43525,0,43525,43525,100,20,No need for applications for this research type,100,20,No need for applications for this research type,Somewhat important,Somewhat important,Not at all important,Not at all important,100,0,100,0,0,0,100,0,100,0,0,0,0,0,Stayed the same,Decreased considerably,0,Somewhat important,1,NA,NA,1,NA,1,Will decrease considerably,Will decrease considerably,Will increase considerably,Will decrease considerably,Economic and patient derived outcomes have taken center stage at the expense of basic research.,CIHR funding that was earmarked for basic scientific discoveries have been redirected towards patient oriented research.,0,High Income
1,Ontario,Canada,Canada,Female,"Physical Science (eg. math, physics, chemistry, computer science)",Canada,2002,Senior academic researcher with >10 years of experience applying for research grants,1380,developed,100,NA,0,NA,100,NA,0,NA,No,NA,NA,NA,NA,NA,0,0,0,No partnership,0,No,NA,NA,NA,NA,NA,0,0,0,16+,43525,0,16+,0,50,No need for applications for this research type,No need for applications for this research type,50,No need for applications for this research type,No need for applications for this research type,Somewhat important,Not at all important,Not at all important,Not at all important,100,0,80,20,0,0,0,NA,NA,NA,NA,NA,0,0,Decreased,Can't comment,Can't comment,Somewhat important,1,NA,NA,1,NA,1,Will increase slightly,Can't comment,Can't comment,Will stay the same,0,0,0,High Income
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Alberta,Canada,Canada,Male,Engineering,Canada,2013,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,1384,developed,100,100,20,10,50,70,30,20,Yes,NA,NA,1,NA,NA,1,0,Slightly negative,Some partnership,0,Can't comment (new researcher),NA,NA,NA,NA,NA,0,0,43525,43525,43525,0,0,0,100,0,0,80,30,80,Very important,Quite important,Quite important,Quite important,100,20,60,20,0,0,0,NA,NA,NA,NA,NA,0,0,Decreased,Stayed the same,Increased,Very important,1,NA,NA,1,NA,1,Will increase slightly,Will stay the same,Will increase slightly,Will increase considerably,0,0,0,High Income
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Manitoba,Canada,Canada,Male,"Physical Science (eg. math, physics, chemistry, computer science)",Canada,2000,Senior academic researcher with >10 years of experience applying for research grants,1387,developed,100,NA,30,NA,50,NA,20,NA,No,NA,NA,NA,NA,NA,0,0,0,Some partnership,Some partnership,Yes,1,1,NA,1,NA,0,Neutral,43620,43715,43525,43525,43525,0,100,No need for applications for this research type,100,60,80,80,Mandatory,Very important,Quite important,Not very important,100,30,60,10,0,0,100,10,80,10,0,0,0,0,Decreased considerably,Increased,Increased considerably,Not very important,2,NA,1,1,NA,1,Will increase slightly,Will increase slightly,Will increase slightly,Will increase slightly,0,0,0,High Income
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Ontario,Canada,Canada,Male,Medicine and Life Science,Canada,1990,Senior academic researcher with >10 years of experience applying for research grants,1390,developed,100,NA,20,NA,20,NA,60,NA,No,NA,NA,NA,NA,NA,0,0,0,No partnership,0,No,NA,NA,NA,NA,NA,0,0,43525,43809,43620,43525,43809,43525,30,10,0,20,10,0,Not at all important,Not at all important,Not at all important,Not at all important,100,10,90,0,0,0,100,0,100,0,0,0,0,0,Decreased considerably,Decreased considerably,Can't comment,Somewhat important,1,NA,NA,1,NA,1,Can't comment,Can't comment,Can't comment,Will decrease considerably,0,0,0,High Income
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Ontario,Canada,Canada,Male,Natural Science,Canada,2004,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,1395,developed,100,NA,10,NA,30,NA,60,NA,No,NA,NA,NA,NA,NA,0,0,0,Strong partnership,Some partnership,Yes,1,NA,NA,1,NA,0,Very positive,43525,43525,43809,43525,43620,43620,30,80,100,30,70,90,Very important,Very important,Quite important,Quite important,100,40,50,10,0,0,100,20,50,30,0,0,0,0,Decreased,Increased,Increased,Not very important,2,NA,1,1,NA,1,Will decrease slightly,Will increase slightly,Will increase slightly,Will stay the same,0,"Early career researchers will adapt to the changing funding landscape. Unless there is an overall decrease in funding, the next generation will pursue careers in successful research areas. ","I find the definition of 'applied research' somewhat narrow. In my opinion, applied research is not just about the use of existing knowledge to develop practical solutions. It is not uncommon to see new 'fundamental' knowledge emerging from applied research or use-inspired research... Also, when it comes to grant applications, there are opportunities to combine all three research types (e.g. fundamental, use-inspired, and applied); so it was difficult for me to complete this survey as most of my research projects combine all three types of research. For some of us, research is the pursuit of knowledge to understand natural phenomena and processes, which can also be useful to address societal issues or to develop practical solutions to specific challenges... Quite a blend isn't it!? I would end this comment by adding that even the for-profit sector (at least in my field) is willing to support a certain level of fundamental research... of course they presumably do it only if they see it can potentially generate new 'useful' knowledge in the long run. Anyways, good luck sorting out all the results and interpreting them!   ",High Income
1,0,Canada,0,Male,Natural Science,Canada,2006,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,1396,developed,100,100,40,20,30,40,30,40,Yes,1,NA,1,1,NA,1,0,Very positive,Strong partnership,0,No,NA,NA,NA,NA,NA,0,0,16+,43620,43809,43525,43525,43620,70,70,70,80,70,70,Mandatory,Quite important,Mandatory,Somewhat important,100,20,70,0,10,0,100,10,90,0,0,0,0,0,Stayed the same,Stayed the same,Stayed the same,Somewhat important,1,NA,NA,1,NA,1,Will increase slightly,Will stay the same,Will increase slightly,Will stay the same,"The success rates for fundamental are similar to before but the number of available programs has been reduced. The number of programs for applied has increased, but so has the number of applicants that have moved over ","For careers, the total funding is more important than the allocation between categories. Applied research attracts somewhat different people to research. If there's more money available for applied research, then you'll have more people working in applied research. If there's less money available for fundamental research, you will have fewer people working there. But if the total expenditure remains the same, it's likely that the same number of careers will be generated, although it might select for different individuals depending on how that funding is distributed across categories.","One benefit I have seen in the move towards applied research, and partnership with industry, is in the level of research productivity. Researchers involved in those sorts of partnerships tend to develop a very strong work ethic, and work in a fast-paced manner in order to satisfy crystallized project deliverables for external stakeholders. Productivity is not typically measured, however, and publications. But, it's my belief that applied research also feeds back to fundamental research because of the cultural productivity shift. Studies in this country show that the most successful researchers in pure science are the most successful across categories, indicating a buffered economy, and an ability to move skills from one arena to the other. Certainly a balance of everything is important, and going to far down any path is a bad idea. ",High Income
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Ontario,Canada,Canada,Male,"Physical Science (eg. math, physics, chemistry, computer science)",Canada,2011,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,1400,developed,100,NA,0,NA,80,NA,20,NA,Can't comment (new researcher),NA,NA,NA,NA,NA,0,0,0,No partnership,0,Can't comment (new researcher),NA,NA,NA,NA,NA,0,0,0,43525,43525,0,0,0,100,100,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,Very important,Can't comment,Can't comment,Can't comment,100,0,50,50,0,0,0,NA,NA,NA,NA,NA,0,0,Can't comment,Can't comment,Can't comment,Somewhat important,1,NA,NA,1,NA,1,Can't comment,Can't comment,Can't comment,Can't comment,0,0,0,High Income
1,Ontario,Canada,Canada,Female,Medicine and Life Science,Canada,2003,Senior academic researcher with >10 years of experience applying for research grants,1401,developed,100,NA,0,NA,100,NA,0,NA,No,NA,NA,NA,NA,NA,0,0,0,No partnership,0,No,NA,NA,NA,NA,NA,0,0,0,43620,43525,0,43525,0,80,0,No need for applications for this research type,80,No need for applications for this research type,No need for applications for this research type,Very important,Quite important,Somewhat important,Somewhat important,100,0,80,20,0,0,0,NA,NA,NA,NA,NA,0,0,Decreased,Increased,Increased,Very important,1,NA,NA,1,NA,1,Will decrease slightly,Will increase slightly,Will increase slightly,Will decrease slightly,0,0,0,High Income
